user_id,age
23460,37.0
23361,
17665,39.0
25510,33.0
6551,36.0
941112,
4567491,34.0
14381,46.0
17439,32.0
6268745,26.0
18049,35.0
914545,31.0
54438,38.0
2246454,32.0
25154,31.0
20139,34.0
23605,
23911,30.0
26312,38.0
1711,30.0
11921,31.0
23146,
79374,28.0
27905,27.0
2531,38.0
1671,33.0
4518225,41.0
6200692,36.0
4401,32.0
4871,38.0
18336,34.0
18291,31.0
21355,33.0
6209858,36.0
28362,36.0
22037,34.0
22722,36.0
19900,37.0
17297,35.0
24061,32.0
5113539,32.0
23536,33.0
18716,36.0
23469,31.0
40976,46.0
26229,33.0
568099,32.0
17687,37.0
6268858,38.0
22465,33.0
55035,30.0
218390,51.0
36263,42.0
104433,47.0
36436,50.0
6268895,42.0
109893,46.0
33808,46.0
32541,45.0
44107,44.0
140045,46.0
6202069,40.0
6268896,44.0
50582,49.0
33827,45.0
7031,46.0
5750602,54.0
53437,40.0
621,39.0
26220,40.0
224514,48.0
218368,37.0
14351,44.0
157945,37.0
6205134,45.0
30097,47.0
1922033,38.0
35713,30.0
43582,56.0
53591,52.0
2111,
53168,43.0
5340146,33.0
225375,34.0
43574,48.0
106692,45.0
2731,31.0
6191976,37.0
6196361,50.0
20218,38.0
96796,44.0
3461,42.0
25105,44.0
77373,38.0
21472,47.0
33793,46.0
32542,39.0
29596,42.0
17289,42.0
106789,32.0
230794,39.0
981,47.0
610573,41.0
953165,28.0
38525,40.0
32183,43.0
1561,42.0
32526,36.0
26249,40.0
2521,31.0
8241,35.0
16521,35.0
6141,38.0
16981,29.0
32582,42.0
95382,30.0
36343,33.0
153087,40.0
28688,48.0
52349,46.0
50726,36.0
26492,40.0
17861,41.0
24997,29.0
1980544,34.0
27144,37.0
17466,35.0
816413,40.0
6268909,34.0
64692,42.0
1664258,48.0
2213458,33.0
26446,29.0
3554984,30.0
2704672,26.0
51542,31.0
6268921,29.0
26050,28.0
78637,34.0
81850,34.0
1179211,48.0
18229,44.0
24110,40.0
25727,35.0
28518,52.0
18172,32.0
17554,40.0
17707,31.0
1197332,30.0
6371,40.0
833620,34.0
24718,36.0
1723623,41.0
225436,47.0
16571,43.0
224902,42.0
17909,45.0
5511,37.0
7551,42.0
93144,43.0
6268680,34.0
87146,39.0
6268156,36.0
772633,47.0
7981,34.0
6268548,33.0
226376,43.0
6194697,33.0
6194351,45.0
17722,38.0
81251,34.0
64668,36.0
234299,30.0
997186,41.0
6196588,42.0
17367,42.0
17456,32.0
15481,34.0
28711,30.0
1297617,41.0
8521,33.0
155151,39.0
12971,33.0
26715,28.0
81095,32.0
6268946,27.0
88723,38.0
161708,42.0
43699,50.0
23239,37.0
27661,29.0
295899,32.0
2519194,44.0
1092092,31.0
313487,30.0
866193,38.0
6268947,37.0
1933626,41.0
414374,41.0
2367713,35.0
144974,32.0
109347,36.0
229014,39.0
17613,34.0
109952,32.0
5961,39.0
21726,33.0
7821,37.0
209889,37.0
3701,32.0
835571,31.0
1790580,29.0
1908599,40.0
2023087,36.0
445442,35.0
27549,32.0
1153070,33.0
1344645,39.0
13751,32.0
20721,32.0
27017,36.0
240011,36.0
1706177,32.0
18586,39.0
10481,39.0
30326,44.0
441,36.0
17424,32.0
4438078,27.0
27696,40.0
39512,37.0
18951,31.0
312077,35.0
775361,35.0
44384,32.0
112296,46.0
25325,35.0
6204024,30.0
30639,36.0
5344856,47.0
46462,34.0
228780,60.0
22419,36.0
553576,42.0
77833,28.0
1326096,42.0
48683,39.0
931218,32.0
373068,39.0
33828,43.0
17138,39.0
5401,40.0
40086,32.0
445692,40.0
53669,33.0
114380,29.0
17449,32.0
10071,42.0
21223,35.0
207930,38.0
19064,31.0
141861,34.0
6193254,31.0
19128,34.0
26008,27.0
22440,42.0
1076557,43.0
17169,33.0
244359,40.0
18443,28.0
32508,37.0
1039923,34.0
25092,44.0
23835,33.0
70466,34.0
849993,39.0
9171,36.0
878963,32.0
208558,49.0
1345030,35.0
1386746,34.0
97476,39.0
2704591,41.0
1091506,41.0
37317,41.0
206410,34.0
227875,47.0
2376893,35.0
50979,33.0
31554,44.0
818125,50.0
6268950,48.0
25061,32.0
227652,44.0
642498,36.0
17413,29.0
198490,45.0
6268951,33.0
58654,36.0
81171,35.0
39757,50.0
76374,43.0
234254,46.0
1578613,40.0
1073109,30.0
51839,34.0
1781,36.0
2375942,30.0
952665,35.0
73576,41.0
26896,45.0
232210,44.0
814275,40.0
1981828,36.0
69801,36.0
86872,29.0
19648,34.0
103380,37.0
1942398,32.0
266305,51.0
6268952,23.0
6191949,44.0
21731,35.0
3677229,31.0
741800,33.0
6197637,38.0
1131010,32.0
163623,44.0
21723,44.0
18120,35.0
819604,35.0
20477,30.0
156716,37.0
2703373,35.0
4529049,37.0
1726570,32.0
103662,34.0
17798,27.0
84645,39.0
1239383,37.0
17788,42.0
6268954,39.0
836686,38.0
53529,42.0
167108,44.0
1351287,41.0
866024,40.0
785162,28.0
8771,35.0
15211,31.0
25244,37.0
940644,48.0
1744691,43.0
15781,41.0
1049150,35.0
6211234,33.0
19992,43.0
6441,35.0
234518,42.0
27325,30.0
1142059,52.0
8141,32.0
51816,31.0
7381,34.0
18305,31.0
34944,30.0
298353,42.0
1423956,32.0
36613,33.0
154504,38.0
130690,35.0
4902060,35.0
16811,32.0
63366,35.0
19998,28.0
104564,43.0
207446,34.0
6261439,40.0
27035,31.0
26458,37.0
24147,26.0
4077890,24.0
300996,42.0
81031,50.0
1697861,36.0
32540,44.0
864042,38.0
223291,37.0
175821,42.0
35376,41.0
1013031,53.0
35152,41.0
4286240,40.0
6192328,28.0
2018054,34.0
23719,34.0
292852,43.0
68128,31.0
17856,29.0
27033,37.0
1324695,34.0
853855,31.0
2189556,41.0
1094673,27.0
12261,40.0
21290,44.0
26062,29.0
95366,48.0
107644,45.0
1730402,38.0
223170,44.0
6191050,34.0
156800,30.0
80243,40.0
81805,47.0
6192238,35.0
109984,33.0
26829,39.0
26225,41.0
223380,33.0
33915,
266675,36.0
233741,45.0
866244,58.0
1253198,33.0
33996,34.0
701,39.0
102901,36.0
1080187,57.0
24668,36.0
36381,47.0
1162919,30.0
17168,31.0
28002,30.0
27858,36.0
35211,32.0
2161953,51.0
6201241,41.0
1264585,42.0
1143651,37.0
531768,38.0
6268328,34.0
6201023,24.0
17404,39.0
1074394,33.0
206545,39.0
19871,27.0
25416,32.0
234357,36.0
81619,31.0
2318871,29.0
2338296,30.0
81258,31.0
19772,49.0
311,35.0
29539,30.0
28560,27.0
6268971,36.0
312522,47.0
26620,28.0
35942,32.0
244485,34.0
210124,37.0
48626,33.0
51223,29.0
57627,27.0
6268973,28.0
4684912,50.0
6268974,35.0
6192206,33.0
244497,34.0
67316,37.0
207539,33.0
4529301,36.0
4517397,48.0
6200359,33.0
26538,34.0
20141,29.0
48967,32.0
17652,46.0
1209312,33.0
78674,46.0
569496,32.0
1760747,29.0
8441,35.0
27771,35.0
11041,32.0
1002055,36.0
816135,30.0
27567,35.0
102902,46.0
23503,30.0
6268975,36.0
22679,36.0
42138,34.0
27940,28.0
833340,29.0
6258439,32.0
18737,32.0
6201059,27.0
2696580,33.0
17937,32.0
20987,35.0
1342858,36.0
19013,38.0
6194685,43.0
34645,41.0
4518569,41.0
505851,31.0
50449,37.0
3891,29.0
207004,30.0
838633,41.0
819285,34.0
75255,38.0
1875564,42.0
48253,49.0
1420709,33.0
51714,35.0
26112,34.0
13951,29.0
6268977,30.0
52314,27.0
3609797,31.0
20553,33.0
23660,29.0
63776,32.0
922192,31.0
1696254,33.0
1240695,31.0
1419874,30.0
97492,28.0
6268978,45.0
1110631,34.0
24858,29.0
101568,27.0
6268622,42.0
18416,44.0
69316,38.0
5000569,37.0
50895,37.0
2490603,35.0
162524,31.0
3207280,28.0
11791,37.0
241845,46.0
10491,45.0
18447,34.0
29407,29.0
19778,33.0
23501,35.0
23872,30.0
88575,31.0
156719,37.0
18989,39.0
17232,29.0
2376446,30.0
89038,31.0
3919441,38.0
259223,34.0
25085,29.0
6871,38.0
299503,35.0
27475,40.0
23781,29.0
33428,39.0
391,35.0
6268410,31.0
28222,32.0
1681386,34.0
24027,58.0
50516,33.0
819450,33.0
50700,32.0
18646,35.0
25658,34.0
5202883,34.0
1326031,34.0
2366361,41.0
445795,40.0
241586,37.0
18685,28.0
207798,40.0
13471,44.0
5149824,37.0
1768591,32.0
143411,33.0
4514909,28.0
4006635,36.0
24417,29.0
17740,46.0
39218,33.0
5661,35.0
19858,34.0
68004,29.0
1151669,33.0
159638,38.0
25484,43.0
601275,34.0
26531,38.0
24072,36.0
156847,41.0
77725,29.0
6268982,33.0
48881,40.0
31522,33.0
31443,37.0
24909,39.0
600588,37.0
4993213,37.0
4688089,24.0
1291,37.0
1972972,41.0
952348,43.0
681671,43.0
1093306,31.0
13761,31.0
28959,31.0
38529,48.0
35183,37.0
252528,41.0
36391,42.0
1269551,42.0
1962017,33.0
27005,28.0
391441,35.0
59762,29.0
104764,47.0
3764812,27.0
39697,35.0
4480998,41.0
19877,31.0
224769,33.0
29470,32.0
1402736,41.0
203038,26.0
28643,32.0
28076,31.0
1473059,33.0
11721,30.0
76321,37.0
3827783,42.0
6268886,30.0
96744,40.0
4852619,41.0
632299,45.0
4588872,29.0
46380,42.0
2513597,34.0
104320,55.0
106781,32.0
6206562,35.0
27157,35.0
1030644,28.0
6244885,28.0
23681,32.0
1014721,42.0
36612,38.0
3809799,34.0
4028730,28.0
51010,33.0
107261,46.0
30328,34.0
26134,35.0
501,29.0
50760,48.0
27186,46.0
110409,38.0
69408,29.0
1336241,31.0
30276,36.0
80125,34.0
25131,39.0
30403,35.0
70228,32.0
28947,55.0
87162,34.0
64650,27.0
4694388,29.0
235283,31.0
1322089,34.0
34795,26.0
2451968,30.0
1525434,41.0
819606,36.0
3016260,39.0
877724,60.0
931454,32.0
2021,50.0
20199,29.0
2071693,44.0
28153,38.0
6207245,43.0
47100,32.0
27410,32.0
21574,42.0
1273678,35.0
4028030,38.0
26905,35.0
53949,29.0
1299116,32.0
54650,47.0
865883,41.0
608584,52.0
6238281,34.0
29620,39.0
5062484,33.0
6268989,37.0
6268424,45.0
6268990,33.0
37386,37.0
1682274,31.0
4242157,37.0
48801,42.0
6268991,38.0
6268459,30.0
1094400,28.0
23197,44.0
1451958,37.0
4381,41.0
4738166,33.0
4530470,38.0
917936,39.0
4418149,29.0
69854,35.0
1023091,34.0
3243632,30.0
27500,48.0
26245,46.0
67692,35.0
1396524,31.0
20012,35.0
3635741,29.0
898660,33.0
6200593,50.0
2979220,34.0
88111,30.0
6061,35.0
41226,39.0
18697,29.0
361369,41.0
888230,34.0
22663,29.0
9071,32.0
4312700,35.0
27496,37.0
159003,38.0
218673,43.0
6268994,34.0
599340,26.0
68047,29.0
1033264,33.0
17597,38.0
169410,39.0
6197232,46.0
28496,30.0
6211577,25.0
4517390,26.0
24042,40.0
6268996,35.0
1135610,31.0
156381,40.0
6197292,34.0
243760,33.0
28182,43.0
18265,39.0
4513765,33.0
51140,37.0
76587,38.0
6761,34.0
18507,40.0
6268997,28.0
4554987,39.0
11771,32.0
67730,30.0
21297,37.0
791,30.0
82042,34.0
1016396,40.0
32564,42.0
166064,32.0
6236778,29.0
21055,41.0
1223124,33.0
36685,33.0
771421,27.0
232799,44.0
1670259,33.0
311488,42.0
1069402,28.0
9211,35.0
850503,37.0
78905,30.0
141420,29.0
27392,37.0
156039,39.0
36545,33.0
38647,33.0
50245,42.0
160467,26.0
836022,39.0
88980,34.0
23227,30.0
26537,31.0
12601,32.0
80611,33.0
4897929,26.0
43849,55.0
4811150,46.0
6269004,46.0
68981,53.0
313642,38.0
51318,28.0
145543,32.0
27155,31.0
67686,31.0
4801004,37.0
17970,49.0
300897,45.0
208884,39.0
49478,28.0
2635414,42.0
63914,28.0
205844,40.0
209181,37.0
27380,28.0
814385,30.0
255899,29.0
26323,36.0
1779800,33.0
6269005,28.0
875011,42.0
23861,35.0
1260221,32.0
1106785,44.0
32961,32.0
24358,29.0
20878,
160537,29.0
1107495,38.0
301067,30.0
11691,41.0
11831,29.0
24402,27.0
110547,29.0
22580,
17529,47.0
18446,38.0
88880,37.0
18934,42.0
6269007,32.0
26275,39.0
2081652,37.0
2989048,27.0
36095,28.0
4512791,31.0
5196289,35.0
6269008,43.0
206570,38.0
28311,36.0
48635,52.0
843516,39.0
154982,33.0
1731,40.0
615818,45.0
228920,35.0
1212477,53.0
28069,37.0
6269010,36.0
1443765,31.0
4028266,38.0
112992,38.0
756896,46.0
871598,40.0
87707,36.0
2061318,27.0
6251337,28.0
2901,48.0
904601,40.0
6199792,29.0
311570,39.0
3896539,45.0
213725,39.0
64988,31.0
15311,35.0
228017,45.0
6259970,34.0
23192,39.0
26924,34.0
24764,31.0
238206,40.0
2220335,47.0
1166761,33.0
26963,30.0
1044966,43.0
858771,36.0
6268395,44.0
6268702,30.0
20421,35.0
111324,29.0
848007,37.0
3481,38.0
27929,32.0
23937,30.0
6269011,37.0
2461902,41.0
88852,37.0
10501,45.0
6269013,33.0
230178,55.0
2783766,57.0
1676649,38.0
1527058,34.0
27085,41.0
50791,29.0
46802,27.0
139924,38.0
28051,35.0
34699,31.0
98103,35.0
58306,29.0
64670,28.0
5010871,36.0
33245,27.0
6192728,28.0
56460,30.0
24094,29.0
277154,37.0
1351872,40.0
407212,32.0
24352,37.0
10151,31.0
22266,32.0
424782,56.0
2990055,30.0
5864697,35.0
22407,40.0
18065,41.0
19004,42.0
19103,44.0
26022,31.0
26660,34.0
866531,58.0
312282,46.0
24445,27.0
51004,29.0
77058,43.0
6269021,35.0
21505,42.0
48514,32.0
98170,27.0
3720868,29.0
816339,35.0
24953,
28810,29.0
748360,36.0
1059113,40.0
18533,37.0
6233398,30.0
77782,30.0
26781,30.0
819940,43.0
73938,25.0
241796,43.0
171488,42.0
226320,43.0
17716,35.0
4689875,48.0
3755761,44.0
32789,22.0
35644,29.0
1038533,31.0
1629955,28.0
20000,35.0
118748,27.0
5477484,45.0
1053985,47.0
25835,38.0
3971,37.0
48930,27.0
18687,32.0
29981,33.0
68969,42.0
21681,43.0
38411,33.0
1093962,36.0
4170354,25.0
29115,30.0
1031676,41.0
820378,41.0
22608,36.0
2951,40.0
69237,38.0
23845,45.0
17467,43.0
9631,36.0
50900,43.0
1229382,33.0
29469,30.0
25015,30.0
145121,30.0
35982,33.0
838807,57.0
4527592,35.0
2953911,28.0
6192632,35.0
26986,30.0
49178,37.0
47489,29.0
1909573,32.0
40627,33.0
84458,41.0
104349,50.0
1440043,39.0
59011,44.0
864104,35.0
1674661,29.0
18802,29.0
6201209,29.0
3766215,40.0
6202131,26.0
38592,41.0
17285,39.0
35147,50.0
42395,38.0
1594012,39.0
8871,30.0
3467775,30.0
6193019,43.0
854406,39.0
206745,46.0
95446,37.0
47203,27.0
567611,32.0
6197224,41.0
892301,34.0
117449,45.0
1266188,26.0
766736,32.0
131397,36.0
6531,36.0
370256,37.0
1068082,31.0
1799239,27.0
70320,29.0
10991,43.0
225882,32.0
20810,35.0
3363618,35.0
84367,43.0
22624,31.0
7611,44.0
83964,34.0
1261284,28.0
28480,33.0
211113,36.0
110932,32.0
6269034,25.0
6269035,31.0
19180,31.0
391498,36.0
25306,29.0
6269036,36.0
11031,37.0
569605,40.0
24354,37.0
6205159,37.0
1743076,37.0
27287,37.0
1057664,35.0
167697,41.0
6091,37.0
23819,
34476,29.0
19376,35.0
146850,34.0
22617,31.0
7691,43.0
19302,37.0
2073007,31.0
18670,42.0
6195247,39.0
175013,29.0
34606,31.0
6191296,29.0
70781,29.0
26375,31.0
87124,31.0
112284,29.0
1163681,28.0
6269039,46.0
106815,33.0
1003295,31.0
836799,44.0
27673,33.0
3302997,49.0
1055069,32.0
23722,39.0
22517,42.0
20080,49.0
153867,31.0
6192374,34.0
230279,32.0
6269040,25.0
160447,37.0
11561,42.0
29605,30.0
18921,46.0
33953,43.0
1213842,42.0
6491,41.0
89443,41.0
163599,35.0
32664,31.0
6269042,38.0
3629317,32.0
25985,29.0
861772,37.0
112048,28.0
820216,37.0
81696,37.0
51157,43.0
6191088,24.0
43910,32.0
39514,31.0
67647,33.0
4532677,32.0
568105,33.0
17660,42.0
6269046,30.0
53497,40.0
31112,35.0
22576,47.0
28210,29.0
39827,40.0
32293,46.0
22979,29.0
3431,37.0
50369,31.0
6269050,32.0
46620,28.0
1072044,42.0
26153,38.0
6269051,39.0
6196746,36.0
208495,32.0
1028034,40.0
1155012,38.0
1656022,28.0
814352,32.0
1639306,43.0
260409,39.0
17489,
1621,38.0
249990,44.0
5181,46.0
51794,33.0
5891507,34.0
1780591,34.0
26545,38.0
42302,27.0
2607094,29.0
25984,32.0
16791,46.0
29584,43.0
1871827,31.0
6269055,30.0
11671,40.0
68731,40.0
1045218,40.0
311172,42.0
1203447,40.0
5952488,25.0
42696,43.0
13521,45.0
4536238,37.0
1081,35.0
46534,47.0
17854,32.0
25612,37.0
771,38.0
28485,43.0
19373,33.0
819598,36.0
157052,32.0
72746,31.0
2708233,28.0
18732,32.0
832435,37.0
3591,41.0
24961,42.0
572047,41.0
1438523,34.0
4753969,33.0
19421,52.0
39804,37.0
16171,35.0
3614138,27.0
1053944,44.0
6269061,32.0
1326842,38.0
1053991,32.0
80291,36.0
1178347,31.0
88122,29.0
32281,37.0
24051,41.0
25575,35.0
1404080,36.0
24215,31.0
35714,30.0
33846,43.0
1422742,32.0
997911,41.0
4570244,32.0
39773,46.0
28355,29.0
152366,37.0
156173,29.0
1881,32.0
121503,29.0
4523564,38.0
6269066,34.0
23105,31.0
23771,31.0
22880,34.0
23857,30.0
8181,35.0
79138,29.0
28226,39.0
32936,29.0
19070,38.0
1197530,35.0
3076773,33.0
18026,33.0
225149,31.0
6381,29.0
850689,30.0
236033,38.0
806601,35.0
23096,30.0
269530,33.0
53677,30.0
48541,44.0
17682,33.0
23596,35.0
6269069,44.0
21489,32.0
30688,37.0
999236,41.0
6193468,35.0
20517,34.0
1154272,36.0
51263,40.0
58641,46.0
29426,32.0
6211679,36.0
174114,32.0
2058208,32.0
49310,41.0
6269073,26.0
817016,37.0
6268818,38.0
19867,34.0
19367,32.0
3768494,38.0
33863,36.0
234166,34.0
802556,36.0
32359,30.0
303146,35.0
5926731,33.0
863422,39.0
106843,37.0
6201185,26.0
26061,33.0
14871,38.0
4671,46.0
86275,52.0
6269075,26.0
1172540,32.0
767173,44.0
1178869,43.0
1547498,33.0
32339,37.0
1062871,35.0
2865943,41.0
6208292,31.0
10871,41.0
50881,36.0
1621640,37.0
871665,40.0
3181307,42.0
122997,48.0
59187,29.0
35298,37.0
902502,39.0
34430,51.0
20196,33.0
26770,37.0
72486,27.0
18221,31.0
2223793,35.0
408187,44.0
21809,41.0
19607,31.0
1724769,30.0
1745248,28.0
1691708,33.0
784979,53.0
858177,45.0
815249,33.0
26613,29.0
27691,37.0
6212408,25.0
3246030,26.0
1210099,35.0
813943,37.0
9141,29.0
6212314,33.0
76767,29.0
1351964,37.0
2784151,51.0
737316,53.0
1070122,32.0
4602269,39.0
1949523,28.0
6271,30.0
10811,33.0
6269081,28.0
1635760,42.0
25362,40.0
17182,39.0
156966,38.0
445655,47.0
237421,34.0
1024705,41.0
22793,
6269083,26.0
17514,41.0
39597,50.0
6261088,49.0
4521,39.0
4911,39.0
51188,43.0
238620,36.0
236006,41.0
157854,40.0
1220212,28.0
157839,46.0
364733,31.0
4747494,49.0
48659,31.0
64705,31.0
73567,43.0
1000794,41.0
11631,36.0
6269089,29.0
32023,30.0
54979,31.0
931165,43.0
2614698,28.0
4743352,39.0
2259851,40.0
20598,36.0
6269090,34.0
237134,48.0
18433,30.0
1254515,40.0
571611,43.0
285095,43.0
865459,30.0
2629810,28.0
26265,33.0
2618143,26.0
1265724,36.0
20124,30.0
1118128,30.0
258596,33.0
6269092,31.0
25820,32.0
6237077,32.0
6269093,32.0
233974,47.0
32913,32.0
26939,37.0
1263791,27.0
871675,49.0
50916,31.0
14031,44.0
50437,36.0
2279587,40.0
238667,52.0
2594882,41.0
599875,39.0
174453,38.0
17240,46.0
21004,36.0
102893,39.0
33015,31.0
133175,30.0
1779155,44.0
13961,33.0
2626823,27.0
223027,43.0
17839,
42810,34.0
1210012,32.0
6269098,25.0
51125,31.0
1205915,33.0
998366,34.0
1326151,38.0
102198,28.0
1184533,33.0
4696629,26.0
246655,42.0
914085,39.0
26281,37.0
1029478,38.0
171474,39.0
194905,28.0
89635,33.0
228985,47.0
26918,29.0
48809,29.0
1878839,46.0
135505,44.0
46898,32.0
18481,51.0
2303483,39.0
260169,43.0
859961,36.0
3511,46.0
23124,38.0
2717101,39.0
1020425,31.0
6198074,34.0
1115550,34.0
1044879,52.0
1173835,33.0
2452734,40.0
26059,46.0
849884,34.0
185327,44.0
53141,37.0
6269103,38.0
6269104,28.0
661819,31.0
6269106,31.0
6206706,42.0
1091447,44.0
4541950,26.0
1424242,33.0
5874247,
51152,36.0
4774837,31.0
1431446,35.0
6269110,49.0
15851,40.0
1427913,30.0
4566386,32.0
1315735,34.0
18459,
300433,40.0
69358,30.0
6195105,28.0
1083867,35.0
1136932,46.0
2178132,31.0
236934,44.0
4593407,42.0
4518254,34.0
434365,41.0
36678,34.0
175428,42.0
305173,28.0
1841571,41.0
1726225,33.0
6269116,41.0
1865349,33.0
36421,32.0
1154569,36.0
28470,32.0
29161,38.0
15711,44.0
15831,45.0
32481,
4814205,44.0
81479,31.0
4526082,42.0
166478,43.0
1093339,40.0
54406,35.0
1206062,43.0
281870,46.0
224483,39.0
89982,29.0
949059,29.0
1364654,31.0
891932,33.0
625374,39.0
223186,34.0
2388628,40.0
6269122,41.0
19598,41.0
461,44.0
4563996,28.0
2321097,42.0
955292,43.0
58652,50.0
277842,35.0
28244,32.0
230798,44.0
50987,39.0
21173,34.0
4513336,33.0
6269125,33.0
4511966,41.0
21950,38.0
1057505,39.0
6268537,26.0
34330,31.0
3338063,35.0
1375905,43.0
1293461,37.0
6269126,37.0
902150,36.0
887083,42.0
2215016,46.0
25468,41.0
26246,30.0
23868,36.0
1224498,37.0
2462433,38.0
1006598,38.0
6268596,123.0
874797,54.0
1303810,39.0
50247,44.0
1132070,39.0
1102748,32.0
1150064,37.0
819002,42.0
1751022,32.0
225073,38.0
19113,34.0
141855,32.0
111184,27.0
53237,43.0
852909,35.0
17243,41.0
2939427,37.0
34897,29.0
2163771,32.0
236861,36.0
1440252,27.0
181165,40.0
24140,49.0
2538111,29.0
22435,33.0
1457499,34.0
3606840,48.0
6204826,35.0
1291489,47.0
23036,40.0
815571,34.0
6269135,26.0
819600,44.0
162619,42.0
1115611,42.0
1776599,52.0
26401,26.0
835810,43.0
35140,36.0
103900,35.0
1096007,40.0
1485084,38.0
228038,42.0
17966,31.0
244372,47.0
1004791,34.0
31505,46.0
917913,49.0
571030,46.0
1264594,35.0
3525743,26.0
77863,29.0
999176,36.0
18390,40.0
6244961,36.0
8301,33.0
2946943,27.0
36543,42.0
4917031,30.0
1092132,41.0
81938,30.0
19440,40.0
6236755,33.0
84571,38.0
569679,36.0
6196545,52.0
2065969,33.0
1608199,42.0
6200945,36.0
1046121,
26063,
220972,33.0
23390,38.0
1065514,45.0
627637,32.0
22762,45.0
19375,39.0
228638,55.0
6217932,45.0
1313906,40.0
917170,46.0
271610,48.0
69798,35.0
225484,36.0
816588,39.0
2104470,32.0
258638,38.0
207449,32.0
17656,42.0
1026528,46.0
17422,35.0
308618,43.0
34715,28.0
264782,34.0
817499,38.0
1871,29.0
206895,39.0
1625709,44.0
3133375,53.0
1404665,29.0
11301,
998085,31.0
747411,30.0
32336,37.0
38065,35.0
87198,37.0
26600,27.0
813884,33.0
27006,
27760,29.0
1593868,41.0
238326,39.0
2712251,36.0
870834,33.0
176463,33.0
157259,32.0
839673,53.0
6269147,28.0
860700,30.0
51432,38.0
19914,27.0
6269148,29.0
853396,35.0
39348,37.0
20446,39.0
33344,37.0
5521,35.0
849182,34.0
243484,41.0
1045585,53.0
24973,32.0
6209157,33.0
4883189,28.0
43096,48.0
29443,33.0
99507,29.0
6204187,34.0
76976,30.0
103317,36.0
6269152,38.0
161493,34.0
1300855,33.0
24665,36.0
4972902,39.0
18426,31.0
28871,30.0
17299,29.0
2179431,40.0
2459082,51.0
3251,37.0
180746,35.0
19148,38.0
10261,37.0
6269154,27.0
6268317,38.0
137599,43.0
844595,41.0
1113580,39.0
859197,32.0
6269157,35.0
6269158,42.0
6206652,42.0
52459,39.0
4340396,46.0
22644,29.0
4624603,26.0
6196060,31.0
4652548,48.0
951881,34.0
899419,32.0
6269162,29.0
59835,30.0
844611,39.0
50402,34.0
1238849,36.0
4512379,32.0
25904,29.0
1277590,51.0
36977,43.0
1647212,34.0
27777,32.0
1011642,48.0
26922,
4080831,34.0
207048,37.0
570222,34.0
1933078,35.0
3609704,35.0
22058,35.0
6268554,39.0
71650,33.0
236054,38.0
2790301,32.0
5007504,36.0
6191086,33.0
20963,32.0
22649,45.0
89869,35.0
265577,44.0
4682697,54.0
32888,30.0
51850,31.0
69235,36.0
6235029,35.0
19740,35.0
3337103,30.0
653485,34.0
900895,39.0
826937,33.0
6244515,41.0
6197044,34.0
229654,38.0
2517038,32.0
1024431,39.0
50290,42.0
35569,29.0
6269167,42.0
6198231,39.0
12721,30.0
5128244,41.0
