user_id,skill_id
42037,118
42037,283
42037,284
8361,49
8361,64
17229,17
17229,49
17229,64
17229,138
17229,165
17229,285
17229,286
2871,4
2871,19
2871,23
2871,33
2871,34
2871,43
2871,49
2871,64
2871,76
2871,287
6401,34
6401,43
6401,49
6401,64
6401,76
6401,139
6401,179
6401,258
6401,288
6401,289
26768,152
26768,160
26768,223
26768,255
26768,290
26768,291
17723,33
17723,49
17723,115
17655,4
17655,19
17655,33
20755,4
20755,17
20755,33
20755,96
20755,97
20755,135
20755,142
20755,292
20755,293
20755,294
18327,49
18327,101
18327,136
18327,160
18327,163
18327,165
18327,173
18327,285
18327,295
18327,296
18327,297
18327,298
18327,299
18327,300
18327,301
18327,999999
18327,303
84121,304
84121,305
84121,306
84121,307
84121,308
84121,309
84121,999999
84121,311
84121,312
84121,313
3271,49
3271,64
3271,146
3271,160
3271,167
3271,999999
3271,189
3271,255
3271,314
3271,315
3271,316
3271,317
3271,318
3271,319
3271,320
3271,321
3271,999999
25922,103
25922,137
25922,165
25922,204
25922,255
25922,294
25922,323
25922,324
25922,325
2491,63
2491,162
17434,135
17434,326
25136,49
25136,97
25136,149
25136,162
25136,280
11571,136
11571,152
11571,201
11571,223
11571,244
11571,327
11571,328
11571,329
11571,330
11571,331
2791,332
2791,334
17397,335
24648,34
24648,43
24648,64
24648,309
24648,336
24648,337
24648,338
24648,339
18276,17
18276,49
18276,63
18276,64
18276,98
18276,100
18276,182
23198,135
19291,33
861776,19
861776,23
861776,33
861776,34
861776,76
861776,89
861776,115
861776,117
861776,284
6421,19
6421,34
6421,43
6421,49
6421,64
6421,76
17378,135
17639,28
17639,49
17639,139
17639,141
17639,240
17639,255
17639,281
17639,296
17639,340
17639,341
17639,342
17639,343
17639,999999
17639,999999
18973,19
18973,34
18973,43
18973,76
18973,137
18973,152
18973,219
18973,223
18973,255
18973,346
18973,347
18973,348
19201,11
19201,19
19201,34
19201,43
19201,64
1181,64
1181,161
1181,165
1181,296
1181,326
20065,14
20065,31
20065,32
20065,34
20065,43
20065,45
20065,92
20065,349
20065,350
20065,351
91528,342
91528,352
91528,353
91528,354
91528,355
17944,16
17944,19
17944,34
17944,41
17944,45
17944,76
17944,92
17944,164
17944,258
17944,356
17944,999999
17944,358
17944,999999
17944,360
17944,361
17944,362
51069,49
51069,64
51069,102
51069,149
51069,162
51069,163
51069,193
51069,200
51069,280
51069,281
51069,316
51069,363
51069,364
21106,999999
21106,999999
2631,64
2631,178
2631,214
2631,247
2631,367
2631,368
2631,369
2631,999999
19491,139
19491,999999
19491,372
19491,373
19491,374
18427,97
18427,101
18427,136
18427,169
18427,179
18427,219
18427,294
18427,375
18427,376
18427,377
18427,378
18427,379
18427,380
18427,381
8891,139
8891,145
8891,149
8891,198
8891,199
8891,311
8891,372
8891,382
8891,383
8891,384
8891,385
8891,386
8891,387
8891,388
8891,389
8891,999999
8891,391
8891,392
8891,999999
8891,394
8891,395
8891,396
8891,397
8891,999999
27657,49
27657,64
18856,399
18856,999999
18856,401
12011,25
12011,999999
12011,999999
12011,404
12011,405
17637,406
30550,49
30550,64
22057,49
22057,64
22057,76
22057,210
22057,364
19707,64
18149,64
18149,193
18149,363
17458,49
17458,64
10861,34
10861,43
10861,49
10861,64
10861,98
10861,136
10861,142
10861,145
10861,147
10861,161
10861,162
10861,165
10861,186
10861,196
10861,229
10861,349
10861,407
10861,408
10861,409
10861,410
10861,411
10861,412
10861,413
10861,414
10861,415
10861,416
10861,417
10861,999999
10861,419
10861,420
50085,294
50085,295
50085,375
50085,421
50085,422
40634,97
40634,294
40634,363
40634,416
40634,423
40634,424
40634,425
40634,2109
21998,4
21998,19
21998,31
21998,33
21998,34
21998,49
21998,64
21998,118
21998,122
21998,309
21998,337
4878112,23
4878112,49
4878112,96
4878112,139
4878112,141
4878112,200
4878112,428
18462,193
18462,999999
18462,430
18462,431
10671,31
10671,49
10671,64
10671,375
10671,432
1741,49
1741,64
1741,100
1741,179
1741,187
1741,255
1741,824
1741,999999
2481,64
2481,122
2481,139
2481,288
2481,311
2481,383
2481,433
2481,434
2481,435
2481,436
2481,437
2481,438
2481,439
23747,137
23747,149
23747,152
23747,153
23747,214
23747,223
23747,255
23747,309
23747,375
23747,422
23747,440
23747,441
23747,999999
23460,49
23460,64
23460,219
23460,296
23460,408
23361,152
23361,153
23361,214
23361,219
23361,220
23361,223
23361,230
23361,255
23361,329
23361,375
23361,410
23361,422
23361,443
23361,444
23361,445
17665,153
17665,193
17665,214
17665,247
17665,446
17665,448
25510,3
25510,19
25510,33
25510,76
25510,999999
25510,1977
6551,11
6551,19
6551,26
6551,49
6551,64
6551,79
6551,118
6551,136
6551,260
6551,416
6551,999999
6551,451
941112,33
941112,43
941112,49
941112,55
941112,64
941112,101
941112,102
941112,136
941112,139
941112,146
941112,160
941112,161
941112,162
941112,163
941112,165
941112,199
941112,296
941112,309
941112,326
941112,335
941112,339
941112,346
941112,414
941112,452
941112,453
941112,454
941112,455
941112,456
941112,457
941112,458
941112,459
941112,460
941112,461
14381,49
14381,64
14381,296
6268745,19
6268745,34
6268745,43
6268745,64
6268745,76
6268745,122
6268745,462
6268745,463
6268745,464
6268745,465
18049,9
18049,11
18049,23
18049,26
18049,28
18049,33
18049,76
18049,122
18049,153
18049,289
18049,349
18049,389
914545,19
914545,23
914545,33
914545,34
914545,43
914545,76
914545,115
2246454,4
2246454,14
2246454,19
2246454,33
2246454,34
2246454,43
2246454,49
2246454,98
2246454,145
2246454,148
2246454,149
2246454,244
2246454,349
2246454,457
2246454,466
2246454,467
20139,3
20139,7
20139,33
20139,64
20139,187
23605,4
23605,5
23605,9
23605,23
23605,65
23605,262
23605,468
23605,470
23605,471
23605,472
23605,999999
23605,475
23605,999999
23605,926
23605,999999
26312,49
26312,64
26312,97
26312,150
26312,162
26312,200
26312,280
26312,281
26312,316
26312,372
26312,477
26312,478
1711,11
1711,19
1711,31
1711,32
1711,33
1711,34
1711,41
1711,43
1711,65
1711,999999
1711,76
1711,89
1711,115
1711,117
1711,118
1711,210
1711,252
1711,276
1711,278
1711,420
1711,479
1711,999999
1711,481
1711,999999
1711,999999
1711,999999
1711,485
1711,486
23146,19
23146,30
23146,33
23146,34
23146,43
27905,4
27905,19
27905,19
27905,33
27905,54
27905,999999
27905,999999
27905,489
27905,490
27905,491
2531,244
1671,98
1671,223
4518225,27
4518225,49
4518225,219
4518225,307
4518225,375
4518225,492
4518225,493
4518225,494
4518225,495
4871,34
4871,43
4871,45
4871,48
4871,999999
4871,92
4871,309
4871,496
4871,497
18336,49
18291,4
18291,19
18291,45
18291,92
18291,258
18291,479
18291,498
18291,499
18291,500
18291,501
18291,502
21355,54
21355,79
21355,91
21355,225
21355,491
21355,503
21355,504
21355,505
28362,49
28362,295
28362,399
28362,424
28362,907
22037,49
22037,64
22037,506
22037,507
19900,49
19900,64
19900,149
19900,193
19900,194
19900,280
19900,316
17297,64
17297,136
17297,161
17297,294
17297,296
17297,508
17297,1311
17297,2368
17297,2369
17297,3701
17297,9621
24061,179
24061,999999
23536,49
26229,4
26229,19
26229,23
26229,31
26229,33
26229,56
26229,76
26229,78
26229,91
26229,115
26229,260
26229,262
26229,491
26229,501
26229,509
26229,510
26229,511
26229,512
568099,49
568099,64
568099,98
568099,179
568099,309
568099,437
568099,513
568099,999999
17687,4
17687,11
17687,33
17687,305
17687,999999
17687,516
17687,517
17687,999999
22465,64
22465,342
22465,519
22465,520
55035,309
55035,338
55035,441
55035,459
55035,521
55035,522
55035,523
55035,524
218390,64
218390,141
218390,296
218390,525
218390,526
50582,49
50582,63
50582,144
50582,216
50582,526
50582,2016
50582,3522
621,19
621,34
621,43
621,45
621,343
621,527
621,999999
621,529
621,530
26220,999999
30097,64
53591,64
2111,4
2111,19
2111,28
2111,33
2111,34
2111,43
2111,64
2111,139
2111,179
2111,193
2111,210
2111,309
2111,338
2111,458
2111,471
2111,506
2111,532
2111,533
2111,534
2111,535
2111,536
2111,537
5340146,3
5340146,33
225375,4
225375,5
225375,9
225375,23
225375,54
225375,67
225375,77
225375,161
225375,187
225375,225
225375,245
225375,247
225375,260
225375,309
225375,422
225375,472
225375,536
225375,538
225375,541
225375,685
225375,1536
225375,2170
225375,2252
225375,2862
225375,3858
225375,3960
225375,999999
225375,999999
106692,999999
106692,999999
2731,4
2731,19
2731,33
2731,37
2731,43
2731,76
2731,89
2731,115
2731,260
2731,999999
2731,999999
29596,11
29596,19
29596,33
29596,34
29596,43
29596,49
29596,64
29596,76
29596,546
29596,999999
29596,548
17289,49
17289,364
981,28
981,97
981,162
981,163
981,316
981,363
981,549
981,999999
953165,3
953165,7
953165,11
953165,19
953165,34
953165,43
953165,122
953165,260
953165,551
32183,49
32183,64
32183,346
16521,17
16521,34
16521,43
16521,136
16521,160
16521,183
16521,219
16521,416
16521,477
16521,552
6141,64
6141,136
6141,152
6141,160
6141,205
6141,214
6141,223
6141,234
6141,255
6141,314
6141,318
6141,328
6141,375
6141,444
6141,526
6141,553
6141,554
6141,555
6141,556
6141,557
6141,558
6141,999999
6141,560
6141,561
6141,999999
6141,563
6141,564
16981,17
16981,49
16981,64
16981,76
16981,193
16981,210
16981,244
16981,309
16981,363
16981,364
16981,416
16981,424
16981,999999
32582,11
32582,19
32582,34
32582,43
32582,64
32582,76
32582,115
36343,19
36343,41
36343,49
36343,198
36343,210
36343,280
36343,281
36343,317
36343,364
36343,477
36343,478
52349,11
52349,49
52349,64
52349,244
50726,49
50726,122
50726,152
50726,160
50726,183
50726,199
50726,223
50726,226
50726,335
50726,566
50726,567
26492,34
26492,43
17861,4
17861,9
17861,11
17861,19
17861,33
17861,34
17861,43
17861,76
17861,115
17861,122
17861,148
17861,207
17861,215
17861,252
17861,260
17861,276
17861,278
17861,509
17861,540
17861,999999
17861,569
17861,999999
17861,999999
17861,999999
17861,999999
17861,999999
17861,999999
17861,999999
17861,999999
17861,578
17861,579
17861,999999
17861,999999
17861,582
17861,583
17861,584
17861,585
17861,586
17861,587
17861,999999
17861,589
24997,49
24997,64
24997,244
24997,999999
24997,999999
1980544,19
1980544,34
1980544,43
27144,49
27144,165
17466,19
17466,31
17466,32
17466,34
17466,37
17466,43
17466,76
17466,122
17466,253
17466,462
17466,468
17466,585
17466,592
17466,593
17466,594
17466,595
17466,596
17466,597
6268909,64
6268909,145
6268909,190
6268909,237
6268909,244
6268909,598
6268909,599
64692,19
64692,33
64692,34
64692,43
64692,76
64692,77
64692,78
64692,115
1664258,19
1664258,33
1664258,49
1664258,122
1664258,600
2213458,4
2213458,9
2213458,19
2213458,23
2213458,33
2213458,34
2213458,43
2213458,115
2213458,122
2213458,148
2213458,207
2213458,225
2213458,253
2213458,262
2213458,466
2213458,491
2213458,601
2213458,602
2213458,603
26446,29
26446,45
26446,53
26446,64
26446,92
26446,164
26446,229
26446,231
26446,343
26446,349
26446,452
26446,999999
26446,605
26446,606
26446,607
26446,999999
26446,999999
26446,610
3554984,19
3554984,23
3554984,33
3554984,34
3554984,43
3554984,49
3554984,64
3554984,76
3554984,611
3554984,612
51542,3
51542,4
51542,19
51542,34
51542,43
51542,89
51542,113
51542,148
51542,349
81850,161
81850,256
81850,613
81850,614
81850,615
1179211,34
1179211,43
1179211,64
1179211,76
1179211,98
1179211,139
1179211,156
1179211,158
1179211,286
1179211,291
1179211,342
1179211,530
1179211,607
1179211,615
1179211,617
1179211,618
25727,139
25727,145
25727,200
25727,281
25727,619
25727,620
28518,34
28518,43
28518,49
28518,64
18172,323
18172,552
17554,64
17554,76
17554,208
17554,210
17554,254
17554,276
17554,363
17554,583
17554,999999
17554,999999
17554,999999
17554,999999
17554,625
17707,34
17707,43
17707,64
17707,144
17707,244
17707,375
17707,626
1197332,17
1197332,49
1197332,64
1197332,97
1197332,306
1197332,627
6371,64
6371,179
6371,349
833620,34
833620,43
833620,49
833620,64
1723623,999999
1723623,999999
225436,9
225436,30
225436,253
225436,999999
225436,999999
225436,999999
225436,999999
225436,999999
225436,633
225436,999999
225436,999999
225436,999999
225436,999999
16571,49
16571,63
16571,64
16571,150
16571,158
16571,182
16571,203
16571,336
16571,337
17909,49
17909,64
5511,16
5511,19
5511,30
5511,49
5511,64
5511,76
5511,97
5511,162
5511,210
5511,255
5511,277
5511,278
5511,280
5511,281
5511,282
5511,316
5511,331
5511,364
5511,638
93144,33
6268156,137
6268156,152
6268156,153
6268156,375
6268156,492
6268156,513
6268156,639
6268156,640
6268156,999999
6268156,999999
6268156,643
6268156,999999
6268156,999999
6194697,19
6194697,23
6194697,34
6194697,43
6194697,64
6194697,89
6194697,101
6194697,115
6194697,136
6194697,161
6194697,162
6194697,164
6194697,165
6194697,198
6194697,199
6194697,296
6194697,348
6194697,349
6194697,486
6194697,540
6194697,646
6194697,999999
6194697,648
17722,23
17722,49
17722,64
17722,164
17722,349
234299,33
234299,34
234299,43
234299,49
234299,64
6196588,11
6196588,19
6196588,25
6196588,33
6196588,43
6196588,76
6196588,115
6196588,117
6196588,284
6196588,516
6196588,649
6196588,650
17367,49
17367,63
17367,98
17367,145
17367,165
17367,182
17367,195
17367,201
17367,446
17367,999999
17367,652
15481,999999
28711,29
28711,49
28711,98
28711,105
28711,329
28711,410
28711,605
28711,659
8521,23
8521,28
8521,49
8521,64
8521,309
8521,456
8521,520
8521,663
8521,664
8521,665
8521,666
8521,667
8521,668
26715,49
26715,64
26715,382
26715,459
26715,1272
26715,1492
81095,19
81095,33
81095,49
81095,64
81095,76
81095,97
81095,149
81095,200
81095,280
81095,281
81095,372
81095,477
6268946,64
6268946,383
6268946,458
6268946,764
88723,592
88723,669
88723,670
161708,19
161708,43
161708,64
43699,19
43699,32
43699,33
43699,49
43699,77
43699,659
43699,1036
23239,49
23239,64
23239,112
23239,153
23239,239
23239,244
23239,379
23239,679
23239,680
27661,49
295899,19
295899,49
295899,64
1092092,29
1092092,34
1092092,43
1092092,49
1092092,64
1092092,164
1092092,229
1092092,349
1092092,681
1092092,999999
313487,4
313487,19
313487,43
313487,161
866193,3
866193,7
866193,10
866193,11
866193,19
866193,23
866193,26
866193,33
866193,34
866193,43
866193,49
866193,64
866193,76
866193,115
866193,141
866193,200
866193,237
866193,316
866193,683
414374,11
414374,16
414374,19
414374,23
414374,31
414374,32
414374,33
414374,34
414374,43
414374,64
414374,65
414374,999999
414374,67
414374,76
414374,89
414374,96
414374,113
414374,115
414374,117
414374,118
414374,130
414374,258
414374,283
414374,284
414374,288
414374,384
414374,468
414374,999999
414374,685
414374,686
414374,999999
414374,999999
414374,999999
414374,999999
414374,691
414374,999999
414374,693
414374,999999
414374,999999
414374,999999
414374,999999
414374,698
414374,999999
414374,999999
414374,701
414374,702
414374,999999
414374,999999
414374,705
414374,999999
414374,707
414374,999999
414374,709
414374,710
2367713,49
2367713,64
17613,49
17613,64
17613,78
17613,225
7821,4
7821,11
7821,19
7821,33
7821,34
7821,43
7821,76
7821,99
7821,211
7821,294
7821,317
7821,423
7821,551
7821,711
7821,712
7821,713
7821,999999
7821,999999
7821,716
7821,717
3701,49
3701,64
3701,139
3701,160
3701,194
3701,214
3701,339
3701,372
3701,375
3701,458
835571,49
835571,64
1790580,3
1790580,23
1790580,25
1790580,33
1790580,78
1790580,349
1790580,472
1790580,718
1790580,719
1908599,49
1908599,298
1908599,720
2023087,179
2023087,336
2023087,462
2023087,532
2023087,721
2023087,722
2023087,723
2023087,999999
2023087,725
445442,19
445442,34
445442,43
445442,45
445442,64
445442,76
445442,92
445442,281
445442,349
445442,533
445442,726
445442,727
445442,728
445442,729
27549,63
27549,136
27549,137
27549,140
27549,160
27549,161
27549,162
27549,349
1344645,64
27017,11
27017,17
27017,19
27017,33
27017,64
27017,136
27017,153
27017,161
27017,244
240011,64
1706177,19
1706177,23
1706177,49
1706177,54
1706177,76
1706177,139
1706177,225
1706177,349
1706177,509
18586,64
18586,731
18586,732
4438078,137
4438078,144
4438078,145
4438078,149
4438078,190
4438078,214
4438078,239
4438078,244
4438078,255
4438078,407
4438078,410
4438078,444
4438078,457
4438078,493
4438078,494
4438078,598
4438078,723
4438078,733
4438078,734
312077,49
312077,64
775361,3
775361,33
775361,76
775361,113
775361,115
44384,4
44384,14
44384,19
44384,26
44384,34
44384,43
44384,49
44384,64
44384,139
44384,164
44384,229
44384,258
44384,309
44384,665
25325,141
25325,152
25325,291
25325,494
25325,495
6204024,9
6204024,11
6204024,23
6204024,25
6204024,33
6204024,122
6204024,735
30639,34
30639,43
30639,64
5344856,399
5344856,736
553576,43
553576,179
553576,193
553576,239
553576,240
553576,318
553576,422
553576,526
553576,556
553576,737
931218,49
931218,64
931218,999999
931218,999999
33828,49
33828,64
17138,4
17138,16
17138,19
17138,31
17138,33
17138,34
17138,65
17138,89
17138,115
17138,207
17138,262
17138,284
17138,999999
17138,741
17138,999999
17138,999999
17138,999999
40086,19
40086,49
40086,64
445692,64
445692,139
445692,745
445692,746
53669,26
53669,64
53669,147
53669,747
114380,49
17449,19
17449,34
17449,43
17449,49
17449,64
17449,76
17449,149
17449,244
17449,665
17449,748
10071,49
10071,64
10071,244
21223,43
21223,64
21223,311
21223,389
21223,437
21223,749
21223,750
21223,751
207930,16
207930,19
207930,34
207930,43
207930,45
207930,64
207930,92
207930,231
207930,281
207930,478
207930,752
207930,1043
207930,1045
19064,11
19064,19
19064,23
19064,34
19064,43
19064,76
19064,77
19064,601
19064,603
6193254,49
6193254,63
6193254,64
6193254,139
6193254,158
6193254,244
6193254,379
6193254,456
6193254,458
6193254,779
6193254,2452
6193254,7398
6193254,999999
19128,102
19128,294
19128,323
26008,19
26008,23
26008,28
26008,34
26008,43
26008,49
26008,64
26008,76
26008,244
26008,506
26008,607
26008,722
26008,753
26008,754
26008,755
26008,885
26008,886
26008,914
26008,1130
22440,49
22440,64
1076557,64
17169,26
17169,141
17169,756
18443,49
18443,64
32508,64
32508,98
32508,102
32508,171
32508,179
32508,349
32508,413
23835,9
23835,33
23835,49
23835,98
23835,122
23835,486
23835,741
23835,756
23835,757
23835,758
9171,49
9171,97
9171,136
9171,145
9171,160
9171,161
9171,165
9171,219
9171,244
9171,296
9171,414
208558,64
208558,999999
1345030,27
1345030,30
1345030,49
1345030,64
1345030,456
1345030,760
1386746,23
1386746,288
1386746,999999
1386746,762
2704591,19
2704591,23
2704591,43
2704591,49
2704591,64
1091506,3
1091506,26
1091506,29
1091506,49
1091506,64
1091506,763
1091506,764
206410,64
206410,381
206410,765
206410,999999
2376893,17
2376893,19
2376893,23
2376893,34
2376893,43
2376893,49
2376893,64
2376893,76
2376893,98
2376893,190
2376893,204
2376893,260
2376893,294
2376893,416
2376893,426
2376893,427
31554,64
31554,101
31554,309
31554,341
31554,458
31554,506
6268950,157
6268950,767
25061,64
227652,49
227652,64
227652,97
227652,101
227652,136
227652,149
227652,160
227652,161
227652,162
227652,163
227652,165
227652,296
227652,316
227652,317
227652,346
227652,363
227652,372
227652,414
227652,549
227652,768
227652,769
227652,770
642498,49
642498,64
642498,456
642498,771
642498,772
17413,49
17413,64
17413,773
198490,64
198490,159
198490,198
198490,372
198490,381
198490,646
198490,774
198490,999999
6268951,326
6268951,399
6268951,2016
6268951,3378
58654,25
58654,29
58654,200
58654,382
58654,383
58654,718
58654,777
58654,778
58654,779
58654,780
81171,14
81171,19
81171,34
81171,43
81171,45
81171,67
81171,76
81171,92
81171,164
81171,229
81171,349
81171,594
81171,605
81171,685
81171,781
81171,999999
81171,999999
81171,784
81171,785
81171,786
81171,787
81171,788
76374,19
76374,28
76374,32
76374,34
76374,43
76374,45
76374,64
76374,76
76374,210
76374,258
76374,280
76374,281
76374,309
76374,338
76374,360
76374,420
76374,441
76374,540
76374,587
76374,615
76374,698
76374,999999
76374,790
76374,791
76374,999999
76374,793
76374,794
76374,999999
2375942,64
952665,49
952665,64
26896,3
26896,4
26896,7
26896,19
26896,31
26896,32
26896,33
26896,65
26896,89
26896,763
232210,17
232210,49
232210,136
232210,457
814275,9
814275,19
814275,34
814275,43
814275,64
814275,76
814275,89
814275,115
814275,389
1981828,11
1981828,13
1981828,19
1981828,76
1981828,773
1981828,796
86872,4
86872,9
86872,19
86872,33
86872,34
86872,43
86872,76
19648,4
19648,16
19648,19
19648,23
19648,30
19648,33
19648,34
19648,43
19648,76
19648,77
19648,78
19648,89
19648,113
19648,207
19648,601
103380,137
103380,152
103380,190
103380,205
103380,244
103380,328
103380,346
103380,457
103380,526
103380,536
103380,555
103380,598
103380,797
1942398,15
1942398,26
1942398,28
1942398,49
1942398,64
1942398,142
1942398,147
1942398,428
1942398,798
1942398,799
1942398,800
1942398,801
1942398,802
21731,139
21731,158
21731,304
21731,309
21731,434
21731,437
21731,999999
21731,999999
21731,1335
21731,3498
3677229,311
741800,3
741800,4
741800,7
741800,11
741800,19
741800,23
741800,30
741800,31
741800,32
741800,33
741800,37
741800,45
741800,76
741800,92
741800,113
741800,207
741800,210
741800,213
741800,215
741800,260
741800,276
741800,278
741800,284
741800,481
741800,509
741800,511
741800,512
741800,579
741800,592
741800,597
741800,648
741800,685
741800,806
741800,807
741800,808
741800,809
741800,810
741800,811
741800,812
741800,813
741800,814
6197637,34
6197637,43
6197637,115
6197637,118
6197637,815
6197637,816
6197637,817
1131010,4
1131010,19
1131010,33
1131010,34
1131010,43
1131010,76
1131010,77
1131010,122
1131010,278
1131010,818
163623,93
163623,160
163623,255
163623,314
163623,319
163623,375
163623,492
163623,493
163623,494
163623,819
163623,820
163623,999999
163623,822
163623,999999
18120,19
18120,33
18120,34
18120,43
18120,64
18120,76
18120,89
819604,64
819604,98
819604,615
819604,617
20477,49
20477,244
20477,316
20477,824
156716,139
156716,244
156716,255
2703373,33
2703373,49
2703373,64
1726570,11
1726570,23
1726570,25
1726570,76
1726570,825
103662,19
103662,23
103662,33
103662,115
17798,64
17798,309
17798,347
17798,437
17798,698
17798,780
17798,826
17788,4
17788,17
17788,19
17788,25
17788,33
17788,34
17788,43
17788,49
17788,63
17788,65
17788,97
17788,98
17788,100
17788,102
17788,198
17788,428
17788,592
17788,781
17788,833
17788,834
17788,835
17788,999999
17788,999999
17788,838
17788,839
17788,840
17788,841
53529,255
167108,49
167108,63
167108,93
167108,152
167108,153
167108,160
167108,219
167108,223
167108,255
167108,280
167108,314
167108,329
167108,340
167108,342
167108,364
167108,375
167108,652
167108,680
167108,842
167108,999999
785162,17
785162,49
785162,64
785162,98
785162,139
785162,459
15211,28
15211,64
15211,96
15211,99
15211,102
15211,142
15211,200
15211,384
15211,615
15211,849
15211,850
1744691,49
6211234,307
6211234,627
6211234,851
19992,49
19992,64
8141,17
8141,49
8141,64
8141,108
8141,152
8141,179
8141,223
8141,297
8141,329
8141,534
8141,614
8141,852
7381,9
7381,19
7381,23
7381,33
7381,34
7381,43
7381,49
7381,76
7381,122
7381,207
7381,262
7381,342
7381,462
7381,509
34944,49
1423956,23
1423956,119
1423956,144
1423956,190
1423956,244
1423956,598
1423956,832
1423956,999999
1423956,854
36613,34
36613,43
36613,45
36613,48
36613,349
36613,661
