user_id,strength_id_1,strength_id_2,strength_id_3,strength_id_4,strength_id_5,strength_id_6,strength_id_7,strength_id_8
21380,6,1,6,6,2,10,0,2
21477,5,1,0,3,2,2,0,3
21487,0,0,1,1,0,1,0,1
21489,0,0,0,1,0,0,1,1
21492,2,1,0,5,0,2,0,4
21511,0,0,0,0,1,1,0,0
21574,1,0,0,3,1,0,0,1
21780,4,0,0,1,2,2,0,1
21811,0,0,0,1,0,1,0,1
21853,1,1,0,4,3,1,0,3
21856,1,1,1,1,1,1,1,1
21859,1,1,1,1,0,0,0,1
21950,1,0,0,1,0,1,0,0
22008,1,0,1,1,0,0,0,0
22037,1,1,0,3,1,1,0,1
22158,1,0,0,1,0,1,0,0
22232,1,0,2,1,1,4,0,2
22280,1,0,0,1,1,0,0,1
22299,0,0,1,1,0,0,0,1
22338,16,5,11,17,14,13,3,18
22390,0,0,0,0,0,1,0,0
22440,2,2,0,3,1,1,0,2
22450,0,0,1,3,0,2,0,1
22469,0,0,0,2,0,2,0,2
22483,22,9,7,17,15,15,5,8
22484,1,0,0,1,0,1,0,0
22533,0,0,1,1,0,0,0,1
22625,2,0,1,6,2,7,0,5
22639,1,0,0,1,0,0,0,0
22644,0,0,0,1,0,0,0,1
22649,0,1,0,1,0,0,0,0
22762,2,1,1,3,3,1,1,4
22770,1,0,0,1,0,0,0,0
22802,2,0,0,1,1,1,1,0
22882,1,2,0,5,6,0,1,6
22892,0,0,0,2,0,0,1,1
22915,1,3,2,10,5,3,6,5
22992,5,5,3,8,6,5,6,6
23040,0,0,0,1,0,1,0,1
23146,0,0,0,1,0,0,0,1
23181,1,1,1,1,2,2,1,2
23191,1,1,1,2,1,0,0,2
23223,1,1,1,1,0,1,0,1
23239,1,0,0,1,0,0,0,1
23292,1,2,1,1,2,1,2,2
23359,1,0,0,0,0,0,0,0
23460,6,1,0,5,1,2,0,5
23503,4,1,1,2,3,2,1,2
23510,3,0,1,2,1,3,1,2
23536,0,0,0,1,0,0,0,1
23558,1,0,1,0,0,1,0,0
23754,0,0,0,1,0,1,0,2
23810,5,0,0,5,2,3,2,4
23818,0,0,0,0,0,1,0,0
23835,1,1,0,1,0,0,0,0
23850,1,1,0,5,3,0,0,3
23903,1,1,1,1,1,1,1,1
23937,0,0,0,3,0,2,0,1
23946,0,0,0,1,0,1,0,0
23967,4,1,1,5,1,2,1,4
23972,1,1,0,1,0,0,0,0
23998,0,0,0,1,0,1,0,1
24009,1,2,1,2,3,2,1,1
24050,1,1,1,1,1,1,1,1
24090,2,1,0,1,3,1,1,1
24132,0,1,0,3,0,0,0,2
24203,1,0,0,3,3,0,0,0
24213,0,0,1,1,0,0,0,0
24217,1,0,0,1,0,1,0,1
24271,1,0,0,2,0,2,1,2
24383,0,1,1,1,0,0,0,0
24479,1,1,0,0,0,1,0,0
24519,1,0,0,0,0,0,1,0
24541,4,3,2,7,1,2,0,6
24654,1,1,0,2,0,1,0,1
24665,0,1,0,0,1,0,1,0
24801,12,1,2,11,2,11,0,7
24845,1,0,0,2,2,2,0,0
24858,1,0,0,0,0,0,0,1
24895,4,1,3,3,3,1,2,5
24929,1,0,0,1,0,0,0,1
24931,0,0,0,0,0,1,0,1
25004,2,0,0,2,0,3,0,1
25007,2,0,0,1,1,0,0,0
25085,3,1,2,2,3,7,1,5
25182,1,1,0,1,1,1,1,2
25185,1,1,0,1,1,1,0,0
25217,1,0,1,2,1,2,1,1
25289,9,3,3,9,3,12,1,4
25422,1,0,0,1,0,1,0,0
25468,3,2,1,4,3,4,4,4
25510,1,0,0,0,0,1,0,1
25612,3,1,2,4,2,1,0,3
25616,2,0,0,3,0,1,0,1
25658,0,0,0,1,0,0,0,0
25782,1,1,0,3,2,1,2,1
25820,1,1,0,0,0,0,0,0
25822,0,1,2,2,2,1,0,0
25905,4,3,1,8,3,2,4,8
26001,1,0,1,2,1,1,2,2
26008,1,0,0,1,0,1,0,1
26022,2,1,0,4,2,1,2,4
26062,1,0,0,1,0,1,0,0
26134,1,0,0,2,1,2,0,1
26275,4,1,1,3,1,2,2,3
26285,0,0,0,1,0,2,0,0
26288,0,0,1,1,1,0,1,2
26301,1,0,1,1,0,0,0,0
26346,1,0,1,2,2,0,1,1
26387,1,0,0,1,1,1,0,0
26426,1,0,1,1,1,1,0,0
26469,1,0,0,0,0,1,0,0
26715,2,3,0,6,2,3,1,3
26770,2,3,3,4,5,5,3,7
26819,3,2,1,2,3,3,2,2
26829,0,1,0,1,0,0,1,1
26893,0,0,0,1,1,0,0,0
26896,0,0,0,1,0,1,0,1
26897,0,0,1,0,1,1,0,2
26924,0,0,0,1,0,0,0,1
26932,7,0,3,7,0,8,1,1
26994,0,0,0,1,0,0,1,1
26996,0,0,0,1,0,0,0,0
27006,2,3,1,4,3,1,0,3
27017,5,3,1,9,4,1,1,5
27063,7,2,1,10,1,5,2,9
27157,1,0,0,1,0,1,0,0
27185,1,1,0,1,0,1,2,2
27193,6,6,7,20,12,7,5,11
27246,1,2,0,3,0,3,1,1
27289,2,0,1,2,1,0,0,1
27493,0,1,0,0,0,1,0,1
27501,0,0,0,7,4,2,0,3
27552,0,0,1,4,2,0,2,3
27573,0,1,3,4,1,2,1,5
27755,2,0,0,1,0,2,0,0
27767,2,0,1,2,0,1,0,3
27849,0,1,0,1,1,1,0,0
27919,1,0,0,1,0,0,0,1
28076,0,0,1,0,0,0,0,1
28084,3,0,0,1,1,2,0,0
28096,8,5,1,3,2,3,4,4
28146,0,0,0,1,1,0,0,0
28148,1,0,0,0,1,1,1,1
28166,5,1,1,5,2,1,1,3
28167,1,0,0,2,1,0,1,2
28210,0,0,1,0,0,0,0,0
28311,1,1,0,4,0,4,1,1
28372,7,0,2,5,2,8,1,8
28474,1,1,0,2,0,0,0,2
28572,1,0,0,1,0,1,0,0
28575,0,0,0,1,0,0,0,0
28631,1,1,1,1,1,1,1,1
28767,1,0,1,1,0,0,0,1
28782,2,1,2,4,1,2,1,3
28810,1,1,0,1,1,0,0,0
28822,0,0,0,1,0,0,0,1
28824,2,0,1,2,1,0,0,4
28846,0,0,0,1,0,0,1,2
28883,1,1,3,1,0,0,0,1
28889,4,3,1,4,6,4,3,7
28917,0,0,0,2,2,1,0,2
29376,1,1,0,1,1,0,0,0
29404,2,0,1,2,1,0,0,0
29492,1,0,0,1,0,0,0,1
29500,0,0,0,2,1,3,1,2
29539,1,0,0,1,0,0,0,1
29654,1,0,0,2,0,2,1,0
29735,0,0,0,1,0,1,1,1
30101,1,0,0,0,0,1,0,0
30110,1,1,0,4,3,1,2,3
30276,0,0,0,1,0,1,0,1
30526,2,0,2,2,2,1,0,2
30565,1,1,1,1,0,0,0,0
30569,1,2,0,3,0,1,2,2
30583,0,1,0,1,0,0,0,1
30611,1,0,0,1,1,2,0,0
30688,7,2,0,8,2,5,3,6
31100,1,0,1,1,1,5,0,3
31333,8,1,1,12,3,5,0,11
31508,6,1,3,9,9,1,3,7
31819,1,0,0,1,0,0,0,0
32190,3,0,0,2,1,2,2,3
32564,5,2,3,6,4,5,1,4
32707,2,1,2,2,1,2,1,1
32760,1,0,1,3,0,0,1,2
32864,4,0,0,5,3,0,0,7
33127,1,0,0,0,0,1,0,0
33245,0,0,1,1,1,0,1,1
33806,6,1,1,14,0,15,0,7
33899,0,1,0,2,0,1,1,2
34444,20,6,7,24,5,17,2,18
34615,0,0,1,0,1,0,0,1
34646,5,0,4,5,4,6,1,3
34941,1,0,1,1,1,0,0,1
35058,3,1,1,6,5,7,3,3
35062,1,0,0,0,0,0,0,0
35118,0,0,0,2,1,1,0,2
35151,1,0,1,1,0,0,0,0
35228,0,0,0,0,0,0,0,1
35348,1,0,0,2,1,0,1,2
35527,1,0,0,0,0,1,0,1
35532,1,1,1,3,1,1,0,3
35553,0,0,0,0,1,0,1,0
35651,0,0,1,4,4,5,1,4
35982,0,0,1,1,0,0,1,1
36071,0,0,0,2,2,0,2,1
36087,5,1,0,2,0,7,0,3
36095,3,4,3,3,3,3,0,1
36343,0,0,0,1,1,0,0,1
36426,6,3,3,4,4,3,5,4
36503,1,0,0,1,0,0,0,1
36509,4,1,1,4,0,3,1,5
36545,2,1,0,1,0,1,0,1
36609,2,1,0,2,1,2,1,2
36753,2,1,3,7,1,1,0,4
36858,13,8,3,12,6,15,3,9
36878,3,1,2,2,1,2,1,3
37177,2,0,0,2,1,3,0,2
37865,6,3,5,6,1,4,0,6
38525,5,4,2,5,4,5,4,3
38550,8,2,6,6,3,5,2,6
38555,1,0,1,1,0,0,0,0
38592,1,0,1,1,0,0,0,1
38624,1,0,0,1,0,1,0,0
38657,1,1,1,1,1,1,1,1
38758,1,0,1,0,1,0,0,0
38954,2,1,0,0,0,2,0,0
38996,1,0,1,1,0,0,1,1
39391,47,36,30,38,39,40,20,26
39742,1,0,1,1,3,0,1,0
39774,7,3,1,12,3,3,1,7
39947,3,0,2,5,1,2,4,3
40627,1,0,0,1,0,0,1,1
41869,1,0,0,1,0,0,0,1
42463,0,0,0,1,0,0,0,0
43006,1,0,0,1,0,1,0,0
43316,1,0,1,1,0,0,0,0
44384,2,0,1,3,2,1,1,2
44681,1,0,0,2,1,1,1,1
44714,3,2,1,4,5,1,1,3
45304,0,0,1,3,1,0,1,3
46378,1,1,0,1,0,0,0,0
46380,0,0,2,1,1,1,0,1
46409,5,2,2,7,4,2,1,7
46621,1,1,0,1,1,0,0,0
46645,1,0,2,2,1,1,0,3
46898,7,1,1,7,1,2,0,6
46915,0,0,0,1,0,0,0,1
47201,0,0,1,0,1,1,0,0
47313,1,1,0,3,0,0,0,1
47858,1,1,2,5,0,1,0,4
47999,8,2,1,3,2,4,1,2
48003,0,0,0,1,0,1,0,1
48008,2,0,1,5,0,2,0,4
48031,1,0,1,0,0,0,0,1
48227,4,0,1,6,5,6,2,4
48491,0,0,0,0,0,1,0,0
48517,2,0,0,2,0,2,0,0
48591,13,2,5,20,7,11,10,15
48650,3,2,3,2,1,0,0,2
48656,1,0,0,0,0,1,1,0
48939,1,1,3,2,3,3,1,4
48996,5,1,1,5,4,4,1,5
48997,0,1,0,2,0,2,1,2
49223,1,0,1,2,1,1,0,2
49310,1,1,1,1,1,1,1,1
49817,3,2,3,5,0,4,1,2
50017,2,0,0,0,0,1,2,1
50221,3,2,1,6,0,3,2,5
50245,3,1,1,5,2,5,0,6
50301,2,0,1,2,0,0,1,0
50328,6,3,2,4,4,3,5,4
50424,1,0,0,1,0,0,0,0
50428,1,0,0,1,1,0,0,1
50463,0,0,0,1,0,0,1,1
50513,3,0,0,3,1,3,1,2
50567,0,0,0,1,1,1,1,1
50582,1,0,0,1,1,0,0,0
50604,2,1,0,4,1,4,0,3
50628,1,1,0,2,1,1,0,0
50684,1,1,0,0,2,2,1,1
50693,0,1,0,1,0,0,1,0
50726,3,0,0,2,3,1,1,2
50747,1,0,1,5,2,1,1,2
50791,0,1,0,1,1,0,0,1
50843,2,2,1,7,2,1,1,4
50881,5,3,3,5,7,4,0,2
50953,2,0,0,0,1,4,0,1
50987,8,2,1,8,8,6,3,5
50994,1,0,0,0,0,1,0,0
51004,1,0,0,0,1,0,1,0
51025,0,1,0,1,0,0,1,1
51072,3,0,1,4,3,1,1,1
51078,4,0,4,9,1,2,0,4
51125,3,1,0,4,1,6,0,1
51158,0,0,0,1,1,0,1,2
51223,1,1,2,1,0,0,0,1
51305,1,0,0,0,0,1,0,1
51318,9,2,1,5,2,4,0,4
51484,1,2,0,1,1,3,1,2
51672,1,0,0,1,0,1,1,1
51794,0,0,0,1,0,1,0,1
51863,2,0,1,2,0,2,0,2
51913,4,0,1,6,0,1,0,5
52169,1,0,0,1,0,0,0,1
52176,1,2,1,2,1,1,1,2
52349,0,0,0,1,0,0,1,1
52831,6,1,0,4,1,5,1,5
52927,1,0,0,1,1,1,0,0
52958,2,3,2,5,2,1,1,2
53129,2,0,0,2,0,1,0,0
53240,1,0,0,2,0,1,1,1
53591,1,1,0,1,1,1,1,0
53637,5,2,1,8,2,4,2,7
53805,0,1,0,1,1,0,1,1
54011,0,0,0,0,0,1,0,0
54406,1,0,0,1,0,0,0,1
54429,11,3,2,10,3,12,2,6
54458,1,0,0,1,0,2,0,1
54544,0,0,0,1,0,0,0,1
54712,2,0,0,1,0,1,0,1
54979,1,0,0,1,0,0,0,1
55218,1,0,0,1,1,1,0,1
56460,1,1,1,1,1,0,0,1
56462,1,0,0,1,1,0,0,1
56688,2,0,0,4,2,3,0,3
57262,1,0,0,1,0,1,0,0
57359,2,3,0,5,3,2,0,3
57448,1,0,0,3,1,3,0,2
57479,2,0,0,2,1,0,0,1
57481,4,0,0,1,1,3,0,2
57627,7,2,0,4,8,4,4,5
57677,1,0,1,0,1,0,0,0
59733,2,0,0,5,2,1,2,3
61008,2,0,0,2,0,0,0,1
61329,2,0,0,4,0,0,0,4
63115,0,0,0,1,0,0,0,1
63215,0,1,0,1,0,0,0,1
63284,1,1,1,1,1,1,1,1
64457,2,0,1,1,1,1,1,1
65188,0,0,0,1,0,0,0,0
66765,0,0,0,1,1,0,0,1
66911,1,0,1,1,1,0,0,1
67894,2,0,0,4,2,1,1,4
67906,1,0,0,0,0,1,0,1
68375,0,0,0,0,0,1,0,0
68469,2,1,1,2,1,2,1,1
68594,1,1,0,2,0,1,0,2
68667,1,0,0,0,0,0,0,0
68989,1,1,0,0,0,1,0,0
69258,0,0,0,1,1,0,0,0
69626,0,0,0,1,0,0,0,1
69805,1,0,0,1,1,0,0,0
69854,0,0,0,1,1,1,0,0
69904,2,0,0,2,0,2,0,2
70228,1,1,0,1,0,1,0,1
70781,0,0,0,1,0,0,0,1
71025,1,0,1,6,2,1,1,4
71077,4,1,0,4,1,4,0,1
71225,1,0,1,1,1,1,0,1
71650,1,1,1,1,1,1,1,1
72639,0,0,0,1,1,0,0,1
72912,2,0,2,3,1,5,1,0
73552,1,0,0,1,1,1,0,1
74249,0,0,0,1,0,0,0,0
75328,2,0,1,0,2,0,1,0
75555,1,0,0,0,0,1,0,0
76256,0,0,1,1,0,0,0,1
76568,2,3,0,7,2,2,0,5
76718,2,0,0,3,1,1,0,1
76800,4,3,3,6,1,5,0,2
77018,0,0,0,1,0,1,0,0
77745,1,0,0,0,1,1,0,0
77808,1,1,0,0,0,0,0,1
77911,8,1,0,4,5,7,1,3
78346,1,1,1,1,0,0,0,1
79124,0,1,0,1,0,0,0,0
79958,5,0,2,5,4,0,0,1
80608,1,0,0,2,1,1,1,2
81113,0,0,1,1,0,0,0,0
81374,4,1,0,4,1,8,1,4
81740,1,0,0,1,1,2,0,0
81850,1,0,0,0,0,0,0,0
82016,2,1,1,2,2,1,0,1
82142,0,0,0,1,0,0,0,1
83049,1,0,0,1,0,1,0,0
83204,12,10,9,20,13,2,8,16
83327,10,9,5,18,9,2,9,9
83822,0,0,0,1,0,0,0,0
83868,0,1,1,4,0,3,0,4
84024,1,0,1,1,1,1,0,1
84905,0,1,2,2,1,0,0,1
84994,0,0,0,1,1,1,0,0
85088,0,1,0,2,1,0,0,0
85805,2,1,0,0,0,1,0,1
86582,2,0,0,3,0,3,4,2
87040,1,0,1,1,0,0,0,2
87146,2,0,0,3,1,0,0,2
87468,7,4,4,7,3,7,2,7
87692,2,1,1,1,2,2,1,1
87791,10,0,0,21,1,25,2,19
87826,4,0,0,2,0,3,0,1
88087,2,6,1,15,5,3,7,16
88351,0,0,0,1,1,0,1,0
88449,1,1,0,1,0,0,1,1
88575,2,0,1,2,0,1,0,1
88723,9,1,1,5,5,10,1,2
88771,1,0,0,2,0,1,0,1
88880,1,0,2,1,1,1,0,0
89457,0,0,0,2,1,1,0,1
90966,1,0,0,0,0,1,1,0
92313,0,0,0,1,1,0,0,1
92489,0,0,0,0,0,1,0,0
94513,1,0,0,1,1,1,0,1
94772,1,1,0,0,0,1,0,0
95366,0,0,0,1,0,1,0,1
95417,13,7,7,7,10,10,12,10
95510,1,1,0,1,0,0,1,1
96206,1,0,0,1,0,0,0,0
96764,3,0,1,1,3,3,3,1
96794,1,1,1,4,1,1,1,4
96958,2,1,2,1,2,1,0,2
97111,1,0,0,0,1,0,1,0
97394,1,0,1,2,0,2,1,2
98014,1,0,0,0,1,0,0,0
98081,3,0,0,2,0,2,1,1
98234,0,0,0,1,0,0,0,1
99471,2,1,1,3,2,2,0,2
99580,1,1,0,0,0,1,0,1
100702,3,0,0,4,1,2,0,1
100714,1,1,2,2,2,1,1,1
100932,2,2,1,7,7,1,2,4
101457,1,0,0,1,0,0,0,1
101527,0,1,0,1,0,0,0,0
101744,1,1,1,2,1,2,1,2
102902,1,2,1,4,0,3,1,4
102923,1,0,0,0,0,1,0,1
103380,0,0,0,6,0,0,0,4
103818,0,0,1,4,3,0,1,1
104026,1,1,2,3,1,2,1,3
104224,1,0,0,0,1,1,0,0
104433,1,1,1,1,1,1,1,1
105120,3,1,1,6,3,2,3,8
105137,2,0,0,2,0,1,0,2
105551,0,0,1,0,0,1,0,0
106146,2,1,0,4,0,3,2,1
106789,0,0,0,1,0,0,0,1
106815,0,0,0,1,0,0,0,1
106911,35,33,15,101,58,7,22,103
107261,2,0,1,4,2,1,2,3
107838,5,1,0,7,2,3,3,2
108097,2,0,0,2,1,1,0,1
108172,7,4,4,11,6,7,1,9
108751,0,0,2,3,1,1,0,0
108900,1,2,0,3,0,0,1,3
109430,0,0,0,1,0,0,0,1
109587,1,0,0,2,0,1,0,2
109955,0,0,0,1,0,0,0,0
110121,1,0,0,1,0,1,0,0
110219,10,1,3,7,2,10,0,5
110409,1,0,0,2,0,1,0,1
110506,1,0,0,1,0,1,0,0
110853,1,0,1,1,0,0,0,1
110932,1,1,0,2,2,1,0,1
111263,2,0,0,0,0,1,0,0
111324,1,0,0,2,1,3,0,0
111885,2,0,2,1,2,3,0,0
112048,1,0,1,1,0,1,0,1
112201,0,0,0,3,1,0,0,0
114795,1,1,0,2,0,0,0,1
115158,0,0,0,1,1,0,0,0
115448,1,0,0,0,1,0,1,0
115655,2,0,0,2,0,4,0,2
116034,4,1,0,3,2,3,0,4
116631,0,0,1,1,0,0,0,1
117281,1,0,0,0,0,1,0,0
117337,1,0,0,1,0,1,0,0
122870,0,0,0,1,0,1,1,0
122887,15,0,12,32,4,25,1,16
124502,0,0,1,1,0,0,0,1
124580,0,0,0,2,0,0,1,1
125012,0,0,0,1,0,0,0,1
129600,2,0,1,3,1,0,0,2
130478,1,1,0,1,0,0,0,1
131659,1,0,1,3,1,1,0,3
134170,1,0,1,0,0,0,1,0
136245,1,0,0,5,4,0,2,4
137599,12,6,6,22,4,13,3,14
139400,3,2,2,3,2,1,1,3
140866,1,0,1,1,1,0,1,1
141651,2,0,1,2,0,1,1,2
141861,2,1,1,2,0,3,0,0
142603,2,4,0,12,5,1,1,11
142750,2,1,0,2,0,0,0,0
143255,2,2,1,4,1,1,2,3
144466,6,4,0,14,7,1,1,10
144750,0,0,0,1,0,0,0,1
145017,3,2,1,5,0,2,0,3
145543,1,0,0,1,0,0,0,1
149046,0,1,1,5,0,1,2,4
150529,3,0,0,4,0,5,1,3
151878,3,1,0,3,2,3,1,1
152388,10,1,2,6,3,4,0,7
153387,0,0,0,1,0,0,0,0
153769,1,1,1,1,1,1,1,1
153779,0,1,1,2,0,0,1,2
153867,1,1,0,1,0,0,0,1
153888,3,0,0,3,1,2,2,3
153921,15,3,1,6,5,5,2,4
153983,1,0,0,0,1,1,1,0
154504,6,0,1,7,1,6,0,10
154636,0,0,0,1,0,1,0,0
155074,1,1,0,5,4,1,0,4
155813,1,0,0,0,0,1,0,0
156533,2,0,0,4,0,2,0,3
156627,2,0,1,3,0,4,0,1
156719,1,2,1,2,3,1,2,2
156847,0,0,0,1,0,0,0,0
157839,0,0,0,0,0,0,0,1
158984,22,5,14,37,8,15,14,38
159002,3,0,1,1,0,1,1,2
159152,3,0,2,3,0,1,0,2
159524,0,1,0,2,0,1,0,2
159764,1,1,2,5,2,1,2,4
160158,0,0,0,1,0,1,0,0
160501,1,0,0,2,2,0,2,1
160593,6,3,4,11,11,8,3,10
160751,1,0,0,1,0,1,0,1
161825,7,1,1,5,1,8,1,2
162365,0,1,0,2,0,1,0,1
163435,2,0,0,1,1,0,1,1
163517,1,0,1,1,1,0,0,0
163627,8,2,1,8,1,6,1,8
166067,0,0,0,1,0,0,1,1
166223,7,4,4,14,5,8,5,8
166478,1,0,0,1,0,1,0,0
166908,1,1,0,1,0,0,1,0
167152,3,1,0,2,2,0,1,2
167443,3,0,0,4,2,2,0,4
168352,1,1,1,2,2,1,1,2
168425,4,0,0,3,1,1,1,4
168439,0,0,0,1,0,0,0,0
168882,0,0,2,1,0,4,0,0
169910,0,0,0,1,0,0,0,1
171080,3,0,3,3,0,3,0,2
171474,1,0,0,0,0,0,0,0
172871,0,0,1,1,0,1,0,0
173247,0,0,0,1,0,0,0,1
173689,1,1,0,1,0,0,0,1
174109,1,1,0,1,0,1,0,1
175013,0,0,0,2,0,1,0,2
175078,0,1,0,0,1,0,0,0
175338,0,0,0,2,0,1,0,2
176463,1,0,0,0,2,1,2,1
180562,2,3,2,4,0,3,1,4
180727,0,1,0,0,0,0,0,1
181937,3,0,0,6,4,1,1,2
181989,0,0,0,1,0,0,0,1
182912,4,2,2,5,1,3,2,5
183245,8,9,6,10,12,9,13,17
190279,8,2,2,5,7,3,1,5
194791,0,0,0,1,0,1,0,1
200531,2,1,2,2,3,1,1,1
200850,0,0,0,0,0,0,1,1
202078,0,0,0,0,0,1,0,0
205186,1,1,0,1,0,0,0,0
206895,1,0,0,1,1,1,1,1
206906,1,1,2,2,0,5,0,2
207048,1,1,1,2,1,1,0,2
207282,0,0,0,1,0,1,0,0
207523,0,1,1,0,1,1,0,0
207649,0,0,1,2,1,1,0,2
207727,0,1,1,1,1,0,1,1
208526,1,0,0,1,1,1,0,0
213806,1,0,0,1,1,0,0,0
214285,0,0,0,1,0,0,1,0
214507,2,4,1,6,0,4,0,6
214822,3,2,1,3,2,1,2,2
217348,1,0,0,1,1,0,0,1
219086,0,0,0,1,0,0,0,1
