user_id,company_id,industry_id
25136,999999,4
25136,999999,9
25136,999999,3
25136,999999,4
25136,999999,9
18267,110,0
18267,271,0
18267,272,0
18267,999999,0
18267,999999,0
11571,999999,0
11571,999999,0
11571,999999,0
11571,278,0
2791,96,0
2791,999999,0
2791,999999,2
2791,999999,4
2791,999999,142
2791,999999,16
2791,999999,24
2791,999999,144
17397,272,9
48562,999999,0
48562,999999,0
48562,287,0
48562,288,0
48562,999999,0
48562,290,0
24648,999999,0
24648,292,0
24648,293,0
18276,294,0
18276,295,0
18276,56,0
18276,296,0
18276,172,0
18276,296,0
18276,296,0
18276,296,0
3021,7,0
3021,999999,0
3021,298,0
3021,999999,0
3021,999999,0
2373698,140,0
2373698,300,0
2373698,301,0
2373698,999999,21
225525,303,0
225525,304,0
225525,305,0
225525,272,0
225525,306,0
23198,125,0
23198,999999,0
23198,999999,9
23198,999999,10
23198,999999,44
19291,124,0
19291,117,0
19291,999999,0
861776,310,0
861776,311,0
861776,312,0
27063,999999,0
27063,313,0
27063,314,0
27063,382,3
27063,382,9
27063,382,44
17248,1,2
17248,1,9
6206816,999999,0
6206816,999999,0
6206816,199,0
6206816,318,0
6206816,319,0
6206816,999999,0
6206816,321,0
6421,999999,0
6421,999999,0
6421,999999,0
6421,999999,0
17378,326,0
17378,999999,0
17639,999999,0
17639,999999,0
17639,330,0
17639,331,34
17639,331,149
18973,846,2
18973,846,3
19201,333,0
1181,999999,0
1181,335,0
1181,1,0
1181,336,0
26005,337,0
26005,338,0
20065,999999,0
20065,340,0
20065,341,3
20065,341,9
20065,341,11
91528,310,0
91528,999999,0
91528,999999,0
91528,344,0
91528,345,2
91528,345,3
91528,345,11
17944,346,0
17944,999999,0
17944,348,0
2891,999999,0
2891,336,0
2891,999999,0
6631,999999,0
6631,352,3
6631,352,8
6631,352,44
17278,353,0
17278,354,0
51069,999999,0
51069,357,0
51069,184,0
51069,3223,0
51069,356,0
51069,3223,0
22301,999999,0
22301,359,3
22301,359,11
22301,359,44
21106,999999,0
21106,361,0
21106,999999,0
33861,999999,0
33861,364,0
33861,999999,0
33861,366,0
33861,999999,0
33861,999999,10
33861,999999,44
33861,999999,48
23177,999999,0
4511,999999,0
4511,999999,0
20145,371,0
20145,372,0
20145,125,0
20145,999999,0
20145,374,0
2631,146,0
2631,375,0
2631,999999,3
2631,999999,116
2631,999999,121
681,999999,0
19491,999999,0
19491,999999,0
19491,172,0
19491,380,3
19491,380,10
19491,380,44
18427,381,0
18427,382,0
18427,383,3
18427,383,21
18427,383,118
8891,384,3
8891,384,0
8891,5780,0
8891,912,0
22337,385,0
22337,386,0
22337,999999,0
27657,388,0
27657,999999,0
27657,999999,0
27657,999999,0
1201,999999,0
18856,999999,0
18856,394,0
18856,192,0
18856,395,0
18856,396,0
12011,999999,0
12011,999999,0
12011,136,0
12011,999999,0
12011,999999,3
12011,999999,149
23397,999999,0
23397,999999,0
23397,401,3
17637,999999,0
30550,999999,0
30550,999999,0
30550,999999,3
22057,203,0
22057,999999,0
22057,999999,0
19707,999999,0
19707,408,0
19707,228,0
19707,84,0
1931,999999,0
1931,999999,0
1931,999999,0
1931,412,0
1931,999999,0
21323,414,0
21323,999999,0
21323,416,0
21323,999999,0
18503,999999,0
561,371,0
561,419,0
561,420,3
35476,999999,0
21781,999999,0
21781,423,0
21781,424,0
21781,999999,0
21781,107,3
21781,107,54
7571,426,0
7571,999999,0
7571,999999,0
18149,429,0
17458,999999,0
17458,431,0
17458,999999,2
17458,999999,9
17458,999999,144
17458,999999,64
17458,999999,76
17458,999999,144
17458,999999,3
17458,999999,144
17458,435,3
17458,435,9
50812,436,0
5353662,999999,0
5353662,999999,0
24050,999999,0
24050,999999,0
24050,999999,0
6591,64,0
6591,442,0
6591,443,9
6591,443,11
6591,443,44
16191,999999,0
16191,187,0
16191,445,0
16191,446,0
16191,447,0
16191,14,9
16191,14,11
16191,14,46
27705,999999,0
27705,450,9
27705,450,10
27705,450,20
27705,999999,0
27705,999999,0
27705,999999,0
531,451,0
531,7,0
531,999999,2
531,453,3
18139,310,0
18139,454,0
18139,259,0
10861,310,0
10861,999999,0
10861,456,0
10861,999999,0
10861,999999,0
10861,999999,3
10861,999999,6
10861,999999,40
961,341,0
17122,459,0
17122,460,0
14321,999999,0
14321,98,0
14321,999999,0
14321,999999,3
14321,999999,16
14321,999999,9
14321,999999,18
50085,465,0
50085,466,3
50085,466,11
50085,466,44
40634,999999,0
40634,467,44
40634,468,9
40634,469,41
40634,469,81
774903,999999,0
774903,136,0
774903,999999,0
10701,472,0
10701,999999,0
10701,474,0
10701,104,3
10701,104,34
10701,104,81
21998,17,3
21998,17,9
4878112,475,0
4878112,476,0
4878112,999999,0
4878112,91,0
4878112,475,0
25790,999999,0
37784,480,0
37784,481,0
9231,999999,0
9231,999999,0
9231,999999,0
18462,171,0
18462,485,9
18462,485,44
18462,485,48
10671,999999,0
10671,999999,3
1741,999999,0
1741,999999,0
1741,490,0
1741,144,0
1741,491,0
2481,999999,2
2481,999999,3
23747,228,0
23747,125,0
23460,493,0
23361,494,0
23361,495,0
17665,496,0
17665,999999,0
17665,498,0
17665,999999,0
17665,500,0
17665,999999,0
17665,105,0
17665,502,3
17665,502,9
17665,502,34
25510,999999,0
25510,999999,0
25510,999999,0
25510,91,0
25510,506,0
25510,94,0
25510,999999,0
6551,508,0
6551,509,3
6551,509,9
6551,509,44
6551,999999,3
6551,999999,9
6551,999999,44
6551,999999,9
6551,999999,3
6551,999999,21
6551,513,9
6551,513,10
6551,513,11
941112,514,0
941112,187,0
941112,515,0
941112,999999,0
941112,517,0
4567491,310,0
4567491,999999,0
14381,519,0
14381,999999,0
14381,36,9
14381,36,44
17439,212,0
17439,999999,0
17439,999999,9
6268745,523,9
6268745,523,43
6268745,523,53
18049,98,0
18049,524,0
18049,91,3
18049,91,9
914545,525,0
54438,526,0
54438,999999,0
54438,528,0
54438,529,2
54438,529,3
54438,529,9
2246454,218,0
2246454,999999,0
2246454,999999,0
2246454,999999,0
2246454,14,0
25154,533,0
20139,999999,0
20139,535,0
20139,999999,3
23605,537,3
23605,537,21
23605,537,40
23911,999999,0
23911,540,0
23911,999999,0
23911,94,0
23911,999999,3
23911,999999,11
23911,999999,34
23911,999999,0
26312,171,0
26312,999999,0
26312,999999,0
1711,546,0
1711,999999,0
11921,1,0
23146,1,2
23146,1,9
79374,548,41
79374,999999,0
27905,999999,0
27905,999999,0
27905,999999,0
27905,1,0
27905,1,0
27905,999999,26
27905,999999,29
27905,999999,3
2531,555,0
2531,84,0
1671,57,0
4518225,259,0
6200692,556,0
6200692,999999,0
6200692,529,3
6200692,529,9
4401,999999,0
4871,1,2
4871,1,9
4871,1,118
18336,999999,2
18336,999999,3
18336,999999,9
18291,999999,0
21355,1,2
6209858,561,0
6209858,562,0
6209858,563,0
6209858,272,0
28362,564,0
28362,565,70
28362,565,81
22037,566,0
22037,999999,0
22037,568,0
22037,568,0
22037,999999,3
22037,999999,44
22722,999999,0
22722,999999,0
22722,999999,0
22722,573,0
22722,574,0
19900,999999,2
19900,999999,81
19900,999999,91
17297,999999,0
17297,577,0
17297,999999,0
24061,999999,0
24061,581,0
5113539,582,0
5113539,447,0
5113539,34,0
23536,583,0
23536,999999,0
23536,999999,0
18716,586,0
18716,999999,0
23469,999999,0
23469,589,0
40976,590,0
40976,999999,0
40976,519,0
40976,172,0
40976,481,3
26229,371,0
26229,371,0
26229,371,0
26229,999999,0
26229,142,2
26229,142,9
26229,142,21
568099,447,0
568099,999999,0
17687,999999,0
17687,999999,0
17687,999999,3
17687,999999,4
17687,999999,41
6268858,19195,0
6268858,999999,0
22465,529,0
22465,598,2
22465,598,3
22465,598,51
55035,485,0
55035,999999,0
55035,600,2
55035,600,3
218390,999999,0
218390,999999,0
218390,999999,0
218390,999999,0
36263,605,0
36263,999999,0
36263,114,0
36263,999999,0
36263,999999,0
104433,999999,0
104433,999999,0
36436,999999,0
36436,999999,0
36436,999999,0
36436,999999,0
6268895,412,0
6268895,999999,0
6268895,999999,0
109893,614,0
109893,615,0
109893,616,3
109893,616,11
33808,617,0
33808,999999,0
33808,999999,0
33808,999999,0
33808,999999,0
33808,622,0
32541,999999,0
32541,624,0
32541,999999,0
32541,626,0
44107,627,9
140045,171,0
140045,628,0
6202069,408,0
6202069,125,0
6268896,999999,0
6268896,999999,0
50582,999999,0
50582,632,0
50582,633,0
50582,312,0
50582,634,44
33827,999999,0
33827,999999,0
7031,999999,9
7031,999999,14
7031,999999,34
5750602,638,0
5750602,999999,0
5750602,999999,0
5750602,999999,0
5750602,999999,0
53437,643,0
53437,644,2
53437,644,3
53437,644,44
621,999999,0
621,999999,0
621,647,0
621,648,0
26220,649,0
26220,999999,3
26220,999999,9
26220,999999,118
26220,650,0
26220,651,0
26220,272,0
224514,77,0
224514,999999,0
224514,654,0
224514,999999,44
224514,999999,81
218368,203,0
218368,999999,0
14351,999999,0
157945,658,0
157945,999999,0
157945,999999,0
157945,999999,0
157945,999999,0
157945,663,3
157945,663,44
157945,663,81
6205134,999999,0
6205134,665,0
6205134,666,0
6205134,583,0
6205134,667,3
6205134,667,21
6205134,667,118
30097,999999,0
1922033,669,0
1922033,999999,0
1922033,671,0
35713,999999,0
35713,999999,0
35713,999999,0
35713,999999,0
43582,56,0
43582,999999,0
43582,999999,0
53591,999999,0
53591,681,0
53591,999999,61
53591,999999,61
53591,999999,44
53591,999999,61
2111,685,3
2111,685,9
2111,685,30
53168,999999,0
53168,999999,0
53168,999999,0
53168,999999,0
53168,999999,0
53168,999999,0
5340146,999999,0
5340146,999999,3
5340146,999999,9
5340146,999999,40
225375,694,0
225375,999999,0
225375,999999,3
225375,999999,118
43574,171,0
43574,999999,0
43574,586,0
106692,460,0
2731,999999,0
6191976,628,0
6191976,999999,0
6196361,622,0
6196361,700,0
6196361,999999,0
20218,702,0
20218,157,0
96796,703,0
96796,91,0
96796,704,0
96796,999999,0
96796,706,0
96796,999999,0
3461,708,0
3461,709,0
3461,999999,2
25105,8,0
25105,999999,0
25105,712,0
25105,999999,0
25105,624,0
25105,714,2
25105,714,44
77373,453,0
21472,999999,0
33793,999999,0
33793,125,0
32542,199,0
32542,371,0
32542,590,0
32542,999999,0
32542,718,0
32542,442,0
32542,999999,38
29596,719,0
29596,999999,0
17289,721,0
17289,722,3
17289,722,118
106789,194,0
106789,723,0
106789,722,0
230794,724,0
230794,528,3
981,451,0
981,999999,0
981,999999,0
981,999999,0
981,999999,0
981,528,0
981,728,0
610573,999999,0
610573,999999,0
610573,999999,0
610573,171,0
610573,303,0
953165,999999,0
953165,628,0
38525,999999,0
38525,999999,41
38525,999999,0
38525,999999,0
38525,999999,0
38525,999999,0
38525,999999,0
38525,999999,0
38525,999999,0
32183,999999,0
32183,747,0
32183,748,0
32183,999999,0
32183,999999,9
32183,14767,0
1561,7,0
1561,999999,0
1561,999999,0
32526,999999,0
26249,272,0
26249,494,0
2521,111,0
2521,757,0
2521,57,0
2521,999999,0
8241,186,0
8241,999999,0
8241,760,3
16521,999999,0
6141,643,0
6141,762,0
6141,999999,0
6141,764,0
6141,999999,0
16981,999999,2
16981,999999,3
16981,999999,44
32582,171,0
32582,767,0
95382,768,0
95382,298,0
36343,769,0
36343,94,0
36343,999999,0
153087,772,0
153087,999999,0
153087,774,0
153087,999999,0
28688,776,0
28688,999999,0
28688,246,0
28688,999999,0
28688,999999,0
28688,999999,0
52349,203,0
52349,781,21
52349,781,34
52349,781,81
52349,2148,0
50726,999999,0
50726,999999,0
50726,294,0
50726,999999,0
50726,785,2
50726,785,81
26492,14,0
17861,999999,0
17861,999999,0
24997,1,0
24997,790,2
24997,790,8
24997,790,11
1980544,999999,0
1980544,999999,0
1980544,1,2
1980544,1,3
27144,336,0
17466,792,0
17466,793,0
17466,435,0
17466,36,0
17466,794,3
816413,999999,0
816413,796,0
816413,366,44
6268909,999999,0
6268909,194,0
64692,999999,0
64692,999999,0
64692,800,0
64692,801,0
64692,999999,0
64692,364,0
64692,491,0
1664258,30,0
1664258,803,3
1664258,803,21
1664258,803,78
2213458,999999,3
2213458,999999,0
2213458,999999,2
2213458,999999,3
2213458,999999,40
26446,71,0
26446,14,0
26446,999999,3
26446,999999,14
26446,999999,34
3554984,999999,0
2704672,809,0
51542,999999,0
51542,999999,0
51542,999999,0
26050,818,0
26050,999999,0
78637,820,0
78637,466,0
78637,821,0
78637,822,0
81850,999999,0
81850,84,0
81850,663,0
81850,999999,3
81850,999999,9
81850,999999,21
1179211,999999,0
1179211,999999,0
1179211,826,0
1179211,14,0
1179211,999999,0
1179211,344,0
1179211,999999,0
18229,829,0
18229,830,0
18229,831,0
24110,172,0
24110,792,0
25727,832,0
25727,999999,0
25727,834,0
25727,999999,3
28518,999999,0
28518,999999,0
28518,999999,0
28518,999999,5
28518,999999,10
28518,999999,20
18172,840,0
18172,999999,0
17554,842,0
17554,999999,0
17554,999999,3
17554,999999,9
17707,999999,0
17707,263,0
17707,491,0
1197332,846,2
1197332,846,3
1197332,846,81
6371,847,0
6371,999999,0
833620,848,0
833620,999999,2
833620,999999,3
833620,999999,4
24718,850,0
24718,436,3
24718,436,11
24718,436,81
1723623,999999,119
225436,852,0
225436,853,0
225436,854,0
225436,855,3
225436,855,40
225436,999999,9
225436,999999,66
16571,999999,0
16571,999999,3
16571,999999,10
16571,999999,41
224902,999999,0
224902,860,0
224902,999999,0
224902,184,0
224902,999999,0
224902,999999,0
224902,999999,0
224902,999999,0
224902,999999,0
224902,999999,0
17909,999999,0
17909,999999,0
5511,321,0
5511,870,0
5511,871,3
7551,999999,0
7551,999999,0
93144,999999,0
93144,999999,0
93144,999999,0
93144,999999,0
93144,878,0
6268680,13,0
6268680,999999,0
6268680,651,0
6268680,999999,3
87146,764,0
87146,881,0
87146,32,3
6268156,882,0
6268156,883,0
6268156,884,0
6268156,999999,0
772633,999999,0
772633,887,0
772633,188,3
772633,188,9
772633,188,44
7981,888,1
7981,888,3
6268548,272,0
6268548,999999,0
226376,628,0
6194697,131,0
6194697,999999,0
6194697,647,0
6194697,999999,0
6194697,999999,0
6194351,171,0
6194351,999999,0
6194351,999999,0
6194351,898,2
17722,999999,0
17722,999999,0
17722,999999,0
17722,435,9
81251,999999,0
81251,57,0
64668,903,2
64668,903,21
234299,792,0
234299,792,3
234299,904,0
997186,999999,0
997186,628,0
6196588,999999,0
6196588,590,0
6196588,999999,0
6196588,908,0
6196588,222,0
17367,999999,0
17367,999999,0
17456,999999,0
17456,364,0
17456,18,0
17456,912,0
17456,913,0
17456,914,0
17456,999999,2
17456,999999,3
17456,999999,9
15481,56,0
15481,920,0
15481,999999,0
28711,922,0
28711,923,0
28711,502,0
28711,502,3
1297617,57,0
1297617,288,0
8521,57,0
8521,924,0
155151,925,0
155151,999999,2
155151,999999,9
155151,999999,118
12971,999999,0
12971,999999,0
12971,999999,9
26715,999999,9
26715,999999,40
26715,999999,44
81095,496,0
81095,999999,3
81095,999999,9
81095,999999,40
6268946,941,0
6268946,999999,0
88723,785,0
88723,999999,0
88723,999999,0
161708,617,0
161708,272,0
161708,945,0
161708,999999,0
161708,999999,0
43699,999999,0
43699,384,0
43699,999999,0
43699,999999,0
43699,999999,0
23239,999999,3
23239,950,0
23239,951,4
23239,951,9
23239,951,30
27661,952,0
27661,125,0
27661,953,0
27661,999999,0
27661,955,3
295899,999999,0
295899,957,0
295899,999999,0
295899,999999,3
2519194,960,0
1092092,498,2
1092092,498,3
1092092,498,9
313487,999999,0
313487,964,0
313487,793,0
866193,999999,0
866193,966,0
866193,967,0
866193,298,0
866193,14,0
6268947,999999,0
1933626,969,0
1933626,999999,0
1933626,971,0
1933626,972,0
1933626,973,49
1933626,973,148
414374,975,0
414374,999999,0
414374,977,0
414374,999999,0
2367713,451,0
2367713,681,0
2367713,467,0
144974,125,0
144974,999999,0
109347,86,0
109347,980,0
109347,311,0
229014,986,0
229014,999999,0
229014,999999,0
229014,999999,3
229014,999999,44
17613,990,0
17613,991,0
17613,992,0
17613,999999,0
109952,999999,2
109952,999999,44
5961,848,0
5961,999999,0
5961,481,0
5961,999999,0
5961,481,3
21726,999999,0
7821,999999,0
7821,999,0
7821,999999,0
7821,1001,0
7821,999999,0
209889,999999,0
3701,475,0
3701,1004,0
3701,1005,0
3701,999999,0
835571,171,3
835571,171,9
835571,171,40
1790580,999999,0
1790580,999999,0
1790580,999999,0
1790580,999999,10
1790580,999999,64
1908599,999999,0
1908599,999999,0
1908599,999999,0
1908599,999999,3
1908599,999999,21
2023087,999999,0
445442,999999,0
27549,227,0
27549,999999,2
27549,999999,3
1153070,975,0
1153070,1018,3
1153070,1018,9
1344645,999999,0
1344645,999999,0
1344645,999999,0
13751,999999,0
13751,494,0
13751,999999,0
20721,1024,0
20721,1025,0
20721,194,2
20721,194,3
20721,194,81
27017,1026,0
27017,494,0
27017,999999,2
27017,999999,3
240011,999999,0
240011,999999,0
1706177,107,0
1706177,14,0
18586,999999,0
18586,999999,0
10481,999999,0
10481,1033,0
30326,1034,0
30326,1035,0
441,382,0
441,1036,0
441,1037,2
17424,999999,0
17424,999999,0
17424,1040,0
4438078,71,0
4438078,999999,0
4438078,1043,0
4438078,999999,0
4438078,145,2
4438078,145,3
27696,222,0
39512,811,0
39512,999999,0
18951,56,0
312077,169,0
312077,999999,0
312077,999999,0
312077,999999,0
775361,1048,0
775361,1049,3
775361,1049,9
775361,1049,40
44384,472,0
44384,1051,0
44384,999999,0
112296,999999,0
112296,999999,0
112296,721,0
25325,384,0
25325,1055,0
25325,272,0
25325,999999,0
6204024,1057,0
30639,330,0
30639,811,0
5344856,1058,0
5344856,999999,0
5344856,999999,0
46462,96,0
46462,228,0
228780,999999,0
228780,999999,0
228780,999999,0
228780,957,0
228780,999999,0
228780,999999,0
228780,999999,0
228780,1067,0
228780,999999,0
22419,1069,0
22419,1070,0
553576,1071,0
553576,1072,0
553576,1075,0
553576,999999,0
553576,1074,0
553576,999999,2
553576,999999,3
553576,999999,16
77833,1076,0
77833,573,0
77833,1077,0
77833,14,0
77833,1078,9
1326096,336,0
48683,1080,2
48683,1080,3
48683,1080,9
48683,903,0
931218,796,0
931218,1081,2
931218,1081,3
373068,385,0
373068,1082,0
373068,999999,41
33828,1083,0
33828,336,0
33828,1084,16
33828,1084,81
17138,658,0
17138,1087,0
5401,1088,0
5401,186,0
5401,481,0
5401,999999,0
5401,999999,0
5401,999999,0
40086,1092,0
40086,999999,0
40086,494,0
40086,999999,3
40086,999999,9
40086,999999,44
445692,999999,0
445692,1096,0
445692,78,0
445692,999999,0
445692,999999,0
445692,1099,0
445692,999999,0
445692,999999,44
445692,999999,81
53669,1102,0
53669,999999,3
114380,1104,0
114380,1105,0
114380,785,81
17449,999999,0
17449,1107,0
17449,999999,0
17449,999999,0
17449,999999,0
17449,1111,0
17449,999999,0
17449,999999,0
10071,709,3
21223,999999,0
21223,999999,0
21223,957,0
21223,1116,0
21223,999999,2
207930,1118,0
207930,1119,0
207930,246,0
207930,999999,9
207930,999999,44
207930,999999,118
19064,999999,0
19064,481,0
19064,1122,3
19064,1122,43
19064,1122,149
141861,1123,0
141861,598,9
6193254,1124,9
6193254,1124,78
6193254,1124,119
19128,999999,0
19128,999999,0
19128,1127,0
19128,999999,76
19128,999999,38
19128,999999,41
26008,1130,0
26008,14,0
26008,999999,0
26008,999999,0
22440,999999,9
22440,999999,10
22440,999999,20
22440,999999,3
22440,999999,11
1076557,999999,0
1076557,1124,0
17169,871,9
17169,871,21
244359,1136,0
244359,999999,0
244359,999999,0
244359,999999,0
18443,999999,3
32508,999999,0
32508,1142,0
32508,344,0
32508,999999,0
32508,999999,10
32508,999999,9
32508,999999,10
32508,999999,11
32508,999999,9
1039923,56,0
25092,999999,0
25092,999999,0
25092,999999,0
25092,426,0
25092,14,0
23835,14,0
23835,1150,0
23835,914,0
23835,952,2
23835,952,9
70466,999999,0
70466,811,0
849993,999999,0
9171,999999,0
9171,999999,0
9171,1,2
9171,1,3
9171,1,9
9171,999999,2
9171,999999,3
9171,999999,9
878963,999999,0
878963,999999,0
878963,722,0
208558,999999,0
208558,228,0
208558,125,0
208558,999999,11
208558,999999,20
208558,999999,44
1345030,1158,0
1345030,30,0
1345030,999999,3
1345030,999999,78
1386746,999999,3
1386746,999999,41
1386746,999999,49
1386746,1161,0
1386746,1162,3
97476,1163,0
97476,1164,0
97476,272,0
97476,999999,0
97476,999999,0
2704591,64,0
2704591,999999,0
2704591,1167,0
1091506,829,0
1091506,1168,0
1091506,36,0
1091506,999999,0
37317,709,0
37317,1170,9
37317,1170,17
206410,105,0
206410,999999,0
227875,1172,0
227875,999999,0
2376893,1174,0
2376893,1175,0
2376893,999999,3
2376893,999999,40
2376893,999999,70
2376893,999999,81
2376893,999999,2
2376893,999999,3
2376893,1179,2
2376893,1179,3
2376893,1180,0
50979,999999,0
31554,1182,0
31554,999999,0
31554,1184,0
31554,999999,0
31554,999999,0
818125,999999,0
6268950,999999,109
6268950,999999,98
6268950,999999,76
25061,186,0
25061,999999,0
227652,999999,0
227652,999999,0
227652,999999,0
227652,1196,0
227652,999999,3
227652,999999,9
227652,999999,84
642498,999999,0
642498,1199,0
642498,172,0
642498,999999,0
17413,272,0
17413,1201,61
17413,1201,109
198490,999999,0
198490,999999,0
198490,999999,0
198490,1205,0
198490,999999,0
198490,36,0
198490,999999,0
198490,999999,0
198490,999999,0
198490,999999,0
6268951,1211,0
6268951,1212,0
6268951,1213,3
6268951,1213,6
6268951,1213,116
58654,967,0
58654,502,0
58654,999999,3
58654,999999,118
81171,999999,0
81171,104,9
81171,104,34
39757,999999,0
39757,999999,0
39757,999999,0
39757,999999,0
39757,1219,0
39757,999999,0
39757,1221,0
39757,999999,0
39757,999999,0
39757,999999,0
39757,999999,0
39757,999999,0
76374,1226,0
76374,999999,0
76374,999999,0
76374,999999,0
76374,1230,0
234254,125,0
234254,481,0
1578613,999999,0
1578613,999999,0
1578613,136,0
1578613,999999,0
1073109,999999,0
1073109,1236,0
1073109,999999,9
1073109,999999,43
1073109,999999,53
51839,1238,0
1781,272,0
1781,1239,0
1781,704,0
2375942,1241,0
2375942,1242,0
2375942,999999,0
